,구분코드,대분류,중분류,소분류,명칭,시,구,동
0,BE_IW16-0502,한식/중식/일식,전통음식,한식 일반,솔로몬가든,서울특별시,강북구,인수동
1,BE_IW16-0503,한식/중식/일식,전통음식,한식 일반,솔밭골,서울특별시,동작구,대방동
2,BE_IW16-0504,한식/중식/일식,전통음식,한식 일반,솔밭숯불갈비,서울특별시,강북구,송천동
3,BE_IW16-0505,한식/중식/일식,전통음식,한식 일반,솔향기,서울특별시,영등포구,양평2동
4,BE_IW16-0506,한식/중식/일식,전통음식,한식 일반,솔향기,서울특별시,용산구,원효로1동
5,BE_IW16-0507,한식/중식/일식,전통음식,한식 일반,솟대,서울특별시,종로구,혜화동
6,BE_IW16-0508,한식/중식/일식,전통음식,한식 일반,송담추어탕,서울특별시,마포구,연남동
7,BE_IW16-0509,한식/중식/일식,전통음식,한식 일반,송림골,서울특별시,동대문구,청량리동
8,BE_IW16-0510,한식/중식/일식,전통음식,한식 일반,송림식당,서울특별시,광진구,자양3동
9,BE_IW16-0511,한식/중식/일식,전통음식,한식 일반,송림정,서울특별시,중랑구,면목4동
10,BE_IW16-0512,한식/중식/일식,전통음식,한식 일반,송백식당,서울특별시,영등포구,당산2동
11,BE_IW16-0513,한식/중식/일식,전통음식,한식 일반,송암,서울특별시,종로구,종로1.2.3.4가동
12,BE_IW16-0514,한식/중식/일식,전통음식,한식 일반,송오리,서울특별시,서대문구,홍은2동
13,BE_IW16-0941,한식/중식/일식,전통음식,한식 일반,토방,서울특별시,강북구,인수동
14,BE_IW16-0942,한식/중식/일식,전통음식,한식 일반,토방,서울특별시,송파구,풍납2동
15,BE_IW16-0943,한식/중식/일식,전통음식,한식 일반,토속정,서울특별시,은평구,진관동
16,BE_IW16-0944,한식/중식/일식,전통음식,한식 일반,토속촌,서울특별시,서대문구,연희동
17,BE_IW16-0945,한식/중식/일식,전통음식,한식 일반,토종순대국,서울특별시,은평구,응암1동
18,BE_IW16-0946,한식/중식/일식,전통음식,한식 일반,통나무집,서울특별시,은평구,불광1동
19,BE_IW16-0947,한식/중식/일식,전통음식,한식 일반,통나무집,서울특별시,서초구,내곡동
20,BE_IW16-0948,한식/중식/일식,전통음식,한식 일반,통나무집,서울특별시,도봉구,쌍문3동
21,BE_IW16-0949,한식/중식/일식,전통음식,한식 일반,통나무집,서울특별시,양천구,목2동
22,BE_IW16-0950,한식/중식/일식,전통음식,한식 일반,통영굴밥,서울특별시,중랑구,중화2동
23,BE_IW16-0951,한식/중식/일식,전통음식,한식 일반,통영굴밥,서울특별시,송파구,송파1동
24,BE_IW16-0952,한식/중식/일식,전통음식,한식 일반,통영굴밥,서울특별시,강남구,역삼1동
25,BE_IW16-0953,한식/중식/일식,전통음식,한식 일반,툇마루밥상,서울특별시,송파구,문정1동
26,BE_IW16-0954,한식/중식/일식,전통음식,한식 일반,팔도,서울특별시,노원구,공릉1동
27,BE_IW16-0955,한식/중식/일식,전통음식,한식 일반,평양면옥,서울특별시,성북구,석관동
28,BE_IW16-0956,한식/중식/일식,전통음식,한식 일반,평창갈비,서울특별시,강남구,수서동
29,BE_IW16-0957,한식/중식/일식,전통음식,한식 일반,포도식당,서울특별시,강남구,신사동
30,BE_IW16-0958,한식/중식/일식,전통음식,한식 일반,포도청,서울특별시,송파구,장지동
31,BE_IW16-0959,한식/중식/일식,전통음식,한식 일반,푸른바다,서울특별시,용산구,한남동
32,BE_IW16-0960,한식/중식/일식,전통음식,한식 일반,푸주옥,서울특별시,양천구,신정3동
33,BE_IW16-0961,한식/중식/일식,전통음식,한식 일반,푸주옥,서울특별시,영등포구,대림3동
34,BE_IW16-0962,한식/중식/일식,전통음식,한식 일반,푸짐한집,서울특별시,금천구,독산1동
35,BE_IW16-0963,한식/중식/일식,전통음식,한식 일반,풀향기,서울특별시,용산구,한남동
36,BE_IW16-0964,한식/중식/일식,전통음식,한식 일반,풍경,서울특별시,강북구,우이동
37,BE_IW16-0965,한식/중식/일식,전통음식,한식 일반,풍년갈비,서울특별시,송파구,가락1동
38,BE_IW16-0966,한식/중식/일식,전통음식,한식 일반,풍년명절,서울특별시,은평구,응암3동
39,BE_IW16-0967,한식/중식/일식,전통음식,한식 일반,풍천민물장어,서울특별시,강남구,개포4동
40,BE_IW16-0968,한식/중식/일식,전통음식,한식 일반,풍천장어,서울특별시,강동구,고덕1동
41,BE_IW16-0969,한식/중식/일식,전통음식,한식 일반,풍천장어,서울특별시,노원구,상계3.4동
42,BE_IW16-0970,한식/중식/일식,전통음식,한식 일반,풍천장어,서울특별시,용산구,용문동
43,BE_IW16-0971,한식/중식/일식,전통음식,한식 일반,풍천장어,서울특별시,종로구,종로1.2.3.4가동
44,BE_IW16-0972,한식/중식/일식,전통음식,한식 일반,풍천장어,서울특별시,강남구,논현1동
45,BE_IW16-0973,한식/중식/일식,전통음식,한식 일반,프로간장게장,서울특별시,서초구,잠원동
46,BE_IW16-0974,한식/중식/일식,전통음식,한식 일반,프로간장게장삼성코엑스점,서울특별시,강남구,삼성1동
47,BE_IW16-0975,한식/중식/일식,전통음식,한식 일반,피양할머니,서울특별시,강남구,역삼1동
48,BE_IW16-0976,한식/중식/일식,전통음식,한식 일반,필경재,서울특별시,강남구,수서동
49,BE_IW16-0977,한식/중식/일식,전통음식,한식 일반,하누소,서울특별시,도봉구,창5동
50,BE_IW16-0978,한식/중식/일식,전통음식,한식 일반,하늘담,서울특별시,송파구,삼전동
51,BE_IW16-0979,한식/중식/일식,전통음식,한식 일반,하동관,서울특별시,중구,명동
52,BE_IW16-0980,한식/중식/일식,전통음식,한식 일반,하루,서울특별시,송파구,석촌동
53,BE_IW16-0981,한식/중식/일식,전통음식,한식 일반,하르방똥돼지,서울특별시,노원구,상계3.4동
54,BE_IW16-0982,한식/중식/일식,전통음식,한식 일반,하얀집,서울특별시,서초구,양재2동
55,BE_IW16-0983,한식/중식/일식,전통음식,한식 일반,하이미트길동점,서울특별시,강동구,길동
56,BE_IW16-0984,한식/중식/일식,전통음식,한식 일반,한강가든,서울특별시,용산구,서빙고동
57,BE_IW16-0985,한식/중식/일식,전통음식,한식 일반,한국관,서울특별시,마포구,서교동
58,BE_IW16-0986,한식/중식/일식,전통음식,한식 일반,한국관,서울특별시,용산구,남영동
59,BE_IW16-0987,한식/중식/일식,전통음식,한식 일반,한국관,서울특별시,강서구,염창동
60,BE_IW16-0988,한식/중식/일식,전통음식,한식 일반,한국관도곡점,서울특별시,강남구,도곡1동
61,BE_IW16-0989,한식/중식/일식,전통음식,한식 일반,한국회관,서울특별시,중구,명동
62,BE_IW16-0990,한식/중식/일식,전통음식,한식 일반,한마루,서울특별시,관악구,미성동
63,BE_IW16-0991,한식/중식/일식,전통음식,한식 일반,한마루,서울특별시,서초구,방배4동
64,BE_IW16-0992,한식/중식/일식,전통음식,한식 일반,한미장,서울특별시,강북구,우이동
65,BE_IW16-0993,한식/중식/일식,전통음식,한식 일반,한사랑,서울특별시,송파구,방이1동
66,BE_IW16-0994,한식/중식/일식,전통음식,한식 일반,한상,서울특별시,은평구,갈현2동
67,BE_IW16-0995,한식/중식/일식,전통음식,한식 일반,한서,서울특별시,서대문구,북아현동
68,BE_IW16-0517,한식/중식/일식,전통음식,한식 일반,송원,서울특별시,중구,장충동
69,BE_IW16-0518,한식/중식/일식,전통음식,한식 일반,송현,서울특별시,서초구,서초2동
70,BE_IW16-0519,한식/중식/일식,전통음식,한식 일반,수강,서울특별시,영등포구,영등포동
71,BE_IW16-0520,한식/중식/일식,전통음식,한식 일반,수라,서울특별시,영등포구,당산1동
72,BE_IW16-0521,한식/중식/일식,전통음식,한식 일반,수라청,서울특별시,서초구,서초3동
73,BE_IW16-0522,한식/중식/일식,전통음식,한식 일반,수림식당,서울특별시,강서구,화곡4동
74,BE_IW16-0523,한식/중식/일식,전통음식,한식 일반,수정식당,서울특별시,강동구,성내1동
75,BE_IW16-0524,한식/중식/일식,전통음식,한식 일반,수향,서울특별시,중랑구,상봉2동
76,BE_IW16-0525,한식/중식/일식,전통음식,한식 일반,숙자네부대전골,서울특별시,서초구,서초3동
77,BE_IW16-0526,한식/중식/일식,전통음식,한식 일반,쉐플로,서울특별시,강남구,도곡2동
78,BE_IW16-0527,한식/중식/일식,전통음식,한식 일반,스타쉐프,서울특별시,강남구,도곡2동
79,BE_IW16-0528,한식/중식/일식,전통음식,한식 일반,시골길,서울특별시,강북구,우이동
80,BE_IW16-0529,한식/중식/일식,전통음식,한식 일반,시골농장,서울특별시,서대문구,신촌동
81,BE_IW16-0530,한식/중식/일식,전통음식,한식 일반,시골밥상,서울특별시,강남구,개포4동
82,BE_IW16-0531,한식/중식/일식,전통음식,한식 일반,시골밥상,서울특별시,강북구,우이동
83,BE_IW16-0532,한식/중식/일식,전통음식,한식 일반,시골밥상,서울특별시,영등포구,영등포동
84,BE_IW16-0533,한식/중식/일식,전통음식,한식 일반,시골밥상,서울특별시,중랑구,중화2동
85,BE_IW16-0534,한식/중식/일식,전통음식,한식 일반,시골밥상,서울특별시,강동구,길동
86,BE_IW16-0535,한식/중식/일식,전통음식,한식 일반,시골밥상,서울특별시,강남구,역삼2동
87,BE_IW16-0536,한식/중식/일식,전통음식,한식 일반,시골밥상,서울특별시,은평구,진관동
88,BE_IW16-0537,한식/중식/일식,전통음식,한식 일반,시골쌈밥,서울특별시,영등포구,양평1동
89,BE_IW16-0538,한식/중식/일식,전통음식,한식 일반,시골쌈밥,서울특별시,관악구,신원동
90,BE_IW16-0539,한식/중식/일식,전통음식,한식 일반,시골집,서울특별시,종로구,종로1.2.3.4가동
91,BE_IW16-0540,한식/중식/일식,전통음식,한식 일반,시골집,서울특별시,동대문구,용신동
92,BE_IW16-0541,한식/중식/일식,전통음식,한식 일반,시골집,서울특별시,관악구,신사동
93,BE_IW16-0542,한식/중식/일식,전통음식,한식 일반,시골집,서울특별시,동대문구,용신동
94,BE_IW16-0543,한식/중식/일식,전통음식,한식 일반,시골집,서울특별시,서대문구,북가좌2동
95,BE_IW16-0544,한식/중식/일식,전통음식,한식 일반,시골집,서울특별시,도봉구,창1동
96,BE_IW16-0545,한식/중식/일식,전통음식,한식 일반,시골집,서울특별시,도봉구,도봉2동
97,BE_IW16-0546,한식/중식/일식,전통음식,한식 일반,시골집,서울특별시,중구,광희동
98,BE_IW16-0547,한식/중식/일식,전통음식,한식 일반,시골집,서울특별시,중구,광희동
99,BE_IW16-0548,한식/중식/일식,전통음식,한식 일반,시골집,서울특별시,관악구,낙성대동
100,BE_IW16-0549,한식/중식/일식,전통음식,한식 일반,시골집,서울특별시,영등포구,당산1동
101,BE_IW16-0550,한식/중식/일식,전통음식,한식 일반,시골추어탕,서울특별시,광진구,자양4동
102,BE_IW16-0551,한식/중식/일식,전통음식,한식 일반,식영정,서울특별시,서초구,양재2동
103,BE_IW16-0552,한식/중식/일식,전통음식,한식 일반,신마포갈매기,서울특별시,강서구,화곡6동
104,BE_IW16-0553,한식/중식/일식,전통음식,한식 일반,신마포갈매기,서울특별시,강북구,미아동
105,BE_IW16-0554,한식/중식/일식,전통음식,한식 일반,신마포갈매기,서울특별시,도봉구,방학1동
106,BE_IW16-0555,한식/중식/일식,전통음식,한식 일반,신마포갈매기,서울특별시,송파구,방이2동
107,BE_IW16-0556,한식/중식/일식,전통음식,한식 일반,신마포갈매기,서울특별시,금천구,시흥1동
108,BE_IW16-0557,한식/중식/일식,전통음식,한식 일반,신선설농탕,서울특별시,서대문구,신촌동
109,BE_IW16-0558,한식/중식/일식,전통음식,한식 일반,신안촌,서울특별시,종로구,사직동
110,BE_IW16-0559,한식/중식/일식,전통음식,한식 일반,신정,서울특별시,강남구,역삼1동
111,BE_IW16-0560,한식/중식/일식,전통음식,한식 일반,신정,서울특별시,중구,명동
112,BE_IW16-0561,한식/중식/일식,전통음식,한식 일반,신토불이,서울특별시,구로구,구로2동
113,BE_IW16-0562,한식/중식/일식,전통음식,한식 일반,신한국관,서울특별시,영등포구,여의동
114,BE_IW16-0563,한식/중식/일식,전통음식,한식 일반,실비식당,서울특별시,중랑구,망우본동
115,BE_IW16-0564,한식/중식/일식,전통음식,한식 일반,실비식당,서울특별시,서초구,방배2동
116,BE_IW16-0565,한식/중식/일식,전통음식,한식 일반,심가면옥,서울특별시,은평구,응암1동
117,BE_IW16-0566,한식/중식/일식,전통음식,한식 일반,싸리집,서울특별시,강북구,송중동
118,BE_IW16-0567,한식/중식/일식,전통음식,한식 일반,아구가좋아,서울특별시,중랑구,면목2동
119,BE_IW16-0568,한식/중식/일식,전통음식,한식 일반,아바이순대,서울특별시,강동구,길동
120,BE_IW16-0569,한식/중식/일식,전통음식,한식 일반,안고을,서울특별시,서초구,내곡동
121,BE_IW16-0570,한식/중식/일식,전통음식,한식 일반,안성집,서울특별시,중구,을지로동
122,BE_IW16-0571,한식/중식/일식,전통음식,한식 일반,애류헌,서울특별시,강남구,청담동
123,BE_IW16-0629,한식/중식/일식,전통음식,한식 일반,옛집,서울특별시,강남구,세곡동
124,BE_IW16-0630,한식/중식/일식,전통음식,한식 일반,옛집,서울특별시,영등포구,신길6동
125,BE_IW16-0631,한식/중식/일식,전통음식,한식 일반,옛촌,서울특별시,금천구,독산4동
126,BE_IW16-0632,한식/중식/일식,전통음식,한식 일반,오돌이,서울특별시,동대문구,용신동
127,BE_IW16-0633,한식/중식/일식,전통음식,한식 일반,오뚜기식당,서울특별시,관악구,남현동
128,BE_IW16-0634,한식/중식/일식,전통음식,한식 일반,오리농장,서울특별시,강북구,송중동
129,BE_IW16-0635,한식/중식/일식,전통음식,한식 일반,오리마을,서울특별시,영등포구,대림2동
130,BE_IW16-0636,한식/중식/일식,전통음식,한식 일반,오리사냥,서울특별시,송파구,방이1동
131,BE_IW16-0637,한식/중식/일식,전통음식,한식 일반,오리원,서울특별시,강서구,방화2동
132,BE_IW16-0638,한식/중식/일식,전통음식,한식 일반,오리정,서울특별시,구로구,구로2동
133,BE_IW16-0639,한식/중식/일식,전통음식,한식 일반,오막집,서울특별시,강남구,역삼2동
134,BE_IW16-0640,한식/중식/일식,전통음식,한식 일반,오미가,서울특별시,서초구,양재1동
135,BE_IW16-0641,한식/중식/일식,전통음식,한식 일반,오발탄,서울특별시,서초구,서초3동
136,BE_IW16-0642,한식/중식/일식,전통음식,한식 일반,오발탄,서울특별시,강남구,삼성1동
137,BE_IW16-0643,한식/중식/일식,전통음식,한식 일반,오복식당,서울특별시,금천구,시흥1동
138,BE_IW16-0644,한식/중식/일식,전통음식,한식 일반,오복식당,서울특별시,동대문구,장안1동
139,BE_IW16-0645,한식/중식/일식,전통음식,한식 일반,오부자집,서울특별시,강동구,명일2동
140,BE_IW16-0646,한식/중식/일식,전통음식,한식 일반,오세계향,서울특별시,종로구,종로1.2.3.4가동
141,BE_IW16-0647,한식/중식/일식,전통음식,한식 일반,오수,서울특별시,종로구,종로1.2.3.4가동
142,BE_IW16-0648,한식/중식/일식,전통음식,한식 일반,오시리또오시리,서울특별시,송파구,방이2동
143,BE_IW16-0649,한식/중식/일식,전통음식,한식 일반,오우가,서울특별시,중구,명동
144,BE_IW16-0650,한식/중식/일식,전통음식,한식 일반,오이시,서울특별시,성북구,장위3동
145,BE_IW16-0651,한식/중식/일식,전통음식,한식 일반,오징어나라,서울특별시,광진구,자양2동
146,BE_IW16-0652,한식/중식/일식,전통음식,한식 일반,오징어나라,서울특별시,강동구,성내3동
147,BE_IW16-0653,한식/중식/일식,전통음식,한식 일반,오징어마을,서울특별시,광진구,구의1동
148,BE_IW16-0654,한식/중식/일식,전통음식,한식 일반,오징어마을,서울특별시,광진구,군자동
149,BE_IW16-0655,한식/중식/일식,전통음식,한식 일반,오징어마을,서울특별시,광진구,화양동
150,BE_IW16-0656,한식/중식/일식,전통음식,한식 일반,오후청,서울특별시,중구,소공동
151,BE_IW16-0657,한식/중식/일식,전통음식,한식 일반,온마을,서울특별시,종로구,삼청동
152,BE_IW16-0658,한식/중식/일식,전통음식,한식 일반,옹기촌,서울특별시,노원구,상계5동
153,BE_IW16-0659,한식/중식/일식,전통음식,한식 일반,와사비,서울특별시,강동구,명일2동
154,BE_IW16-0001,한식/중식/일식,전통음식,한정식,대나무집,서울특별시,구로구,수궁동
155,BE_IW16-0002,한식/중식/일식,전통음식,한정식,비봉,서울특별시,마포구,상암동
156,BE_IW16-0003,한식/중식/일식,전통음식,한정식,소나무,서울특별시,강남구,청담동
157,BE_IW16-0004,한식/중식/일식,전통음식,한정식,솔뫼마을,서울특별시,종로구,이화동
158,BE_IW16-0005,한식/중식/일식,전통음식,한정식,송학,서울특별시,종로구,종로1.2.3.4가동
159,BE_IW16-0006,한식/중식/일식,전통음식,한정식,수양,서울특별시,서초구,내곡동
160,BE_IW16-0007,한식/중식/일식,전통음식,한정식,안집,서울특별시,관악구,낙성대동
161,BE_IW16-0008,한식/중식/일식,전통음식,한정식,지화자,서울특별시,중구,장충동
162,BE_IW16-0009,한식/중식/일식,전통음식,한정식,진수성찬,서울특별시,은평구,구산동
163,BE_IW16-0010,한식/중식/일식,전통음식,한정식,풀향기,서울특별시,서대문구,연희동
164,BE_IW16-0011,한식/중식/일식,전통음식,한식 일반,가나안,서울특별시,중구,다산동
165,BE_IW16-0012,한식/중식/일식,전통음식,한식 일반,가람,서울특별시,서초구,서초3동
166,BE_IW16-0013,한식/중식/일식,전통음식,한식 일반,가마골,서울특별시,강남구,역삼1동
167,BE_IW16-0014,한식/중식/일식,전통음식,한식 일반,가마솥손두부,서울특별시,강서구,등촌1동
168,BE_IW16-0015,한식/중식/일식,전통음식,한식 일반,가마솥손두부,서울특별시,서초구,서초2동
169,BE_IW16-0016,한식/중식/일식,전통음식,한식 일반,가마솥손두부,서울특별시,송파구,가락본동
170,BE_IW16-0017,한식/중식/일식,전통음식,한식 일반,가시리,서울특별시,서초구,잠원동
171,BE_IW16-0018,한식/중식/일식,전통음식,한식 일반,가시리,서울특별시,강남구,역삼1동
172,BE_IW16-0019,한식/중식/일식,전통음식,한식 일반,가시리,서울특별시,강남구,논현2동
173,BE_IW16-0020,한식/중식/일식,전통음식,한식 일반,가시리,서울특별시,강남구,역삼1동
174,BE_IW16-0021,한식/중식/일식,전통음식,한식 일반,가원,서울특별시,종로구,사직동
175,BE_IW16-0022,한식/중식/일식,전통음식,한식 일반,가원,서울특별시,서초구,서초3동
176,BE_IW16-0023,한식/중식/일식,전통음식,한식 일반,가원숯불갈비,서울특별시,도봉구,쌍문3동
177,BE_IW16-0024,한식/중식/일식,전통음식,한식 일반,가족회관,서울특별시,강남구,역삼1동
178,BE_IW16-0025,한식/중식/일식,전통음식,한식 일반,갈매,서울특별시,송파구,가락본동
179,BE_IW16-0572,한식/중식/일식,전통음식,한식 일반,약수산장,서울특별시,서초구,내곡동
180,BE_IW16-0573,한식/중식/일식,전통음식,한식 일반,약수터가든,서울특별시,구로구,오류2동
181,BE_IW16-0459,한식/중식/일식,전통음식,한식 일반,서래,서울특별시,용산구,남영동
182,BE_IW16-0996,한식/중식/일식,전통음식,한식 일반,한성관,서울특별시,마포구,연남동
183,BE_IW16-1054,한식/중식/일식,전통음식,한식 일반,형제,서울특별시,성동구,성수1가2동
184,BE_IW16-1055,한식/중식/일식,전통음식,한식 일반,형제갈비,서울특별시,강동구,천호2동
185,BE_IW16-1056,한식/중식/일식,전통음식,한식 일반,형제식당,서울특별시,동대문구,답십리2동
186,BE_IW16-1057,한식/중식/일식,전통음식,한식 일반,형제식당,서울특별시,강북구,송천동
187,BE_IW16-1058,한식/중식/일식,전통음식,한식 일반,형제식당,서울특별시,중구,신당동
188,BE_IW16-1059,한식/중식/일식,전통음식,한식 일반,형제추어탕,서울특별시,종로구,평창동
189,BE_IW16-1060,한식/중식/일식,전통음식,한식 일반,혜교,서울특별시,강남구,삼성1동
190,BE_IW16-1061,한식/중식/일식,전통음식,한식 일반,혜심정,서울특별시,강북구,우이동
191,BE_IW16-1062,한식/중식/일식,전통음식,한식 일반,혜원,서울특별시,종로구,사직동
192,BE_IW16-1063,한식/중식/일식,전통음식,한식 일반,호남식당,서울특별시,강남구,대치4동
193,BE_IW16-1064,한식/중식/일식,전통음식,한식 일반,호남식당,서울특별시,서대문구,연희동
194,BE_IW16-1065,한식/중식/일식,전통음식,한식 일반,호남식당,서울특별시,성북구,월곡2동
195,BE_IW16-1066,한식/중식/일식,전통음식,한식 일반,호남식당,서울특별시,송파구,가락1동
196,BE_IW16-1067,한식/중식/일식,전통음식,한식 일반,호남식당,서울특별시,강남구,논현2동
197,BE_IW16-1068,한식/중식/일식,전통음식,한식 일반,호남식당,서울특별시,영등포구,영등포동
198,BE_IW16-1069,한식/중식/일식,전통음식,한식 일반,호미곶,서울특별시,영등포구,여의동
199,BE_IW16-1070,한식/중식/일식,전통음식,한식 일반,호반,서울특별시,종로구,가회동
200,BE_IW16-1071,한식/중식/일식,전통음식,한식 일반,홍릉갈비본점,서울특별시,동대문구,청량리동
201,BE_IW16-1072,한식/중식/일식,전통음식,한식 일반,화고집,서울특별시,양천구,목4동
202,BE_IW16-1073,한식/중식/일식,전통음식,한식 일반,화랑,서울특별시,강북구,송중동
203,BE_IW16-1074,한식/중식/일식,전통음식,한식 일반,화로구이,서울특별시,성동구,행당1동
204,BE_IW16-1075,한식/중식/일식,전통음식,한식 일반,화로구이,서울특별시,금천구,독산1동
205,BE_IW16-1076,한식/중식/일식,전통음식,한식 일반,화로백서,서울특별시,중구,을지로동
206,BE_IW16-1077,한식/중식/일식,전통음식,한식 일반,화로백서충무로점,서울특별시,중구,광희동
207,BE_IW16-1078,한식/중식/일식,전통음식,한식 일반,화석정,서울특별시,양천구,신월4동
208,BE_IW16-1079,한식/중식/일식,전통음식,한식 일반,화성,서울특별시,마포구,공덕동
209,BE_IW16-1080,한식/중식/일식,전통음식,한식 일반,화성산장,서울특별시,강북구,인수동
210,BE_IW16-1081,한식/중식/일식,전통음식,한식 일반,화원,서울특별시,용산구,효창동
211,BE_IW16-1082,한식/중식/일식,전통음식,한식 일반,황가네,서울특별시,은평구,역촌동
212,BE_IW16-1083,한식/중식/일식,전통음식,한식 일반,황금오리농장,서울특별시,양천구,신정4동
213,BE_IW16-1084,한식/중식/일식,전통음식,한식 일반,황금오리농장,서울특별시,영등포구,대림3동
214,BE_IW16-1085,한식/중식/일식,전통음식,한식 일반,황금정,서울특별시,강남구,역삼1동
215,BE_IW16-1086,한식/중식/일식,전통음식,한식 일반,황금정,서울특별시,종로구,가회동
216,BE_IW16-1087,한식/중식/일식,전통음식,한식 일반,황부자,서울특별시,중구,명동
217,BE_IW16-1088,한식/중식/일식,전통음식,한식 일반,황소곱창,서울특별시,중랑구,신내1동
218,BE_IW16-1089,한식/중식/일식,전통음식,한식 일반,황소곱창,서울특별시,성동구,사근동
219,BE_IW16-1090,한식/중식/일식,전통음식,한식 일반,황소곱창,서울특별시,강북구,미아동
220,BE_IW16-1091,한식/중식/일식,전통음식,한식 일반,황소식당,서울특별시,서초구,양재1동
221,BE_IW16-1092,한식/중식/일식,전통음식,한식 일반,황소집,서울특별시,종로구,숭인2동
222,BE_IW16-1093,한식/중식/일식,전통음식,한식 일반,황토마을,서울특별시,동작구,흑석동
223,BE_IW16-1094,한식/중식/일식,전통음식,한식 일반,황톳길,서울특별시,마포구,아현동
224,BE_IW16-1095,한식/중식/일식,전통음식,한식 일반,황학정,서울특별시,종로구,사직동
225,BE_IW16-0387,한식/중식/일식,전통음식,한식 일반,본가,서울특별시,성북구,장위2동
226,BE_IW16-0388,한식/중식/일식,전통음식,한식 일반,봉산옥,서울특별시,서초구,서초3동
227,BE_IW16-0389,한식/중식/일식,전통음식,한식 일반,봉산집,서울특별시,용산구,한강로동
228,BE_IW16-0390,한식/중식/일식,전통음식,한식 일반,봉우리,서울특별시,서초구,서초3동
229,BE_IW16-0391,한식/중식/일식,전통음식,한식 일반,봉추찜닭,서울특별시,강남구,압구정동
230,BE_IW16-0392,한식/중식/일식,전통음식,한식 일반,봉추찜닭,서울특별시,강북구,송중동
231,BE_IW16-0393,한식/중식/일식,전통음식,한식 일반,봉추찜닭,서울특별시,성동구,사근동
232,BE_IW16-0394,한식/중식/일식,전통음식,한식 일반,봉추찜닭,서울특별시,성북구,동선동
233,BE_IW16-0395,한식/중식/일식,전통음식,한식 일반,봉피양,서울특별시,송파구,방이1동
234,BE_IW16-0396,한식/중식/일식,전통음식,한식 일반,봉희설렁탕,서울특별시,은평구,증산동
235,BE_IW16-0397,한식/중식/일식,전통음식,한식 일반,부뚜막,서울특별시,서초구,서초3동
236,BE_IW16-0398,한식/중식/일식,전통음식,한식 일반,부림정숯불갈비,서울특별시,광진구,자양4동
237,BE_IW16-0399,한식/중식/일식,전통음식,한식 일반,부민옥,서울특별시,중구,명동
238,BE_IW16-0400,한식/중식/일식,전통음식,한식 일반,부산복집,서울특별시,동대문구,장안1동
239,BE_IW16-0997,한식/중식/일식,전통음식,한식 일반,한성관,서울특별시,종로구,종로1.2.3.4가동
240,BE_IW16-0574,한식/중식/일식,전통음식,한식 일반,양마니,서울특별시,영등포구,여의동
241,BE_IW16-0575,한식/중식/일식,전통음식,한식 일반,양마니청담점,서울특별시,강남구,청담동
242,BE_IW16-0576,한식/중식/일식,전통음식,한식 일반,양미옥코엑스점,서울특별시,강남구,삼성1동
243,BE_IW16-0577,한식/중식/일식,전통음식,한식 일반,양조장,서울특별시,강남구,역삼1동
244,BE_IW16-0578,한식/중식/일식,전통음식,한식 일반,양촌리,서울특별시,광진구,구의3동
245,BE_IW16-0579,한식/중식/일식,전통음식,한식 일반,양촌리,서울특별시,강남구,논현2동
246,BE_IW16-0580,한식/중식/일식,전통음식,한식 일반,양촌리,서울특별시,영등포구,영등포동
247,BE_IW16-0581,한식/중식/일식,전통음식,한식 일반,양평해장국,서울특별시,노원구,월계1동
248,BE_IW16-0582,한식/중식/일식,전통음식,한식 일반,어랑,서울특별시,강북구,우이동
249,BE_IW16-0583,한식/중식/일식,전통음식,한식 일반,언덕,서울특별시,강북구,우이동
250,BE_IW16-0584,한식/중식/일식,전통음식,한식 일반,엄마손,서울특별시,동작구,상도1동
251,BE_IW16-0585,한식/중식/일식,전통음식,한식 일반,엄마손식당,서울특별시,양천구,목4동
252,BE_IW16-0586,한식/중식/일식,전통음식,한식 일반,엄마손칼국수,서울특별시,강동구,천호1동
253,BE_IW16-0587,한식/중식/일식,전통음식,한식 일반,엄청한우정,서울특별시,서초구,양재2동
254,BE_IW16-0588,한식/중식/일식,전통음식,한식 일반,여수오동도,서울특별시,강남구,대치4동
255,BE_IW16-0589,한식/중식/일식,전통음식,한식 일반,역전회관,서울특별시,마포구,염리동
256,BE_IW16-0590,한식/중식/일식,전통음식,한식 일반,연타발,서울특별시,강남구,압구정동
257,BE_IW16-0591,한식/중식/일식,전통음식,한식 일반,연타발,서울특별시,송파구,방이2동
258,BE_IW16-0592,한식/중식/일식,전통음식,한식 일반,연희동칼국수,서울특별시,서대문구,연희동
259,BE_IW16-0593,한식/중식/일식,전통음식,한식 일반,열차집,서울특별시,종로구,종로1.2.3.4가동
260,BE_IW16-0594,한식/중식/일식,전통음식,한식 일반,영광식당,서울특별시,관악구,서림동
261,BE_IW16-0595,한식/중식/일식,전통음식,한식 일반,영동설렁탕,서울특별시,서초구,잠원동
262,BE_IW16-0596,한식/중식/일식,전통음식,한식 일반,영보,서울특별시,종로구,종로1.2.3.4가동
263,BE_IW16-0597,한식/중식/일식,전통음식,한식 일반,영산강,서울특별시,중랑구,면목2동
264,BE_IW16-0598,한식/중식/일식,전통음식,한식 일반,영산강,서울특별시,금천구,독산3동
265,BE_IW16-0599,한식/중식/일식,전통음식,한식 일반,영산강,서울특별시,광진구,자양2동
