,구분코드,대분류,중분류,소분류,명칭,시,구,동
1052,BE_IW16-0221,한식/중식/일식,전통음식,한식 일반,대한회관,서울특별시,금천구,가산동
1053,BE_IW16-0222,한식/중식/일식,전통음식,한식 일반,대호,서울특별시,중구,소공동
1054,BE_IW16-0401,한식/중식/일식,전통음식,한식 일반,부산복집,서울특별시,서초구,서초3동
1055,BE_IW16-0026,한식/중식/일식,전통음식,한식 일반,갈매기의꿈,서울특별시,성동구,왕십리도선동
1056,BE_IW16-0027,한식/중식/일식,전통음식,한식 일반,감나무집,서울특별시,강서구,방화3동
1057,BE_IW16-0028,한식/중식/일식,전통음식,한식 일반,감나무집,서울특별시,송파구,석촌동
1058,BE_IW16-0029,한식/중식/일식,전통음식,한식 일반,감나무집,서울특별시,강북구,수유2동
1059,BE_IW16-0030,한식/중식/일식,전통음식,한식 일반,감미옥,서울특별시,성북구,월곡1동
1060,BE_IW16-0031,한식/중식/일식,전통음식,한식 일반,감자골,서울특별시,강남구,논현1동
1061,BE_IW16-0032,한식/중식/일식,전통음식,한식 일반,감자바우,서울특별시,강남구,압구정동
1062,BE_IW16-0033,한식/중식/일식,전통음식,한식 일반,강가,서울특별시,중구,명동
1063,BE_IW16-0034,한식/중식/일식,전통음식,한식 일반,강강술래,서울특별시,금천구,시흥1동
1064,BE_IW16-0035,한식/중식/일식,전통음식,한식 일반,강강술래상계점,서울특별시,노원구,상계1동
1065,BE_IW16-0036,한식/중식/일식,전통음식,한식 일반,강강술래신림점,서울특별시,관악구,서원동
1066,BE_IW16-0037,한식/중식/일식,전통음식,한식 일반,강강술래여의도점,서울특별시,영등포구,여의동
1067,BE_IW16-0038,한식/중식/일식,전통음식,한식 일반,강구항,서울특별시,강남구,논현2동
1068,BE_IW16-0039,한식/중식/일식,전통음식,한식 일반,강남면옥,서울특별시,강남구,압구정동
1069,BE_IW16-0040,한식/중식/일식,전통음식,한식 일반,강릉옛날집,서울특별시,강남구,논현2동
1070,BE_IW16-0041,한식/중식/일식,전통음식,한식 일반,강릉집,서울특별시,강남구,역삼1동
1071,BE_IW16-0042,한식/중식/일식,전통음식,한식 일반,강릉집,서울특별시,강동구,둔촌2동
1072,BE_IW16-0043,한식/중식/일식,전통음식,한식 일반,강마루,서울특별시,광진구,구의2동
1073,BE_IW16-0044,한식/중식/일식,전통음식,한식 일반,강서면옥,서울특별시,중구,소공동
1074,BE_IW16-0045,한식/중식/일식,전통음식,한식 일반,강원정,서울특별시,용산구,원효로1동
1075,BE_IW16-0046,한식/중식/일식,전통음식,한식 일반,강촌쌈밥,서울특별시,성북구,월곡2동
1076,BE_IW16-0047,한식/중식/일식,전통음식,한식 일반,개성면옥,서울특별시,성북구,정릉2동
1077,BE_IW16-0048,한식/중식/일식,전통음식,한식 일반,개성면옥,서울특별시,구로구,구로2동
1078,BE_IW16-0049,한식/중식/일식,전통음식,한식 일반,개성면옥,서울특별시,강서구,염창동
1079,BE_IW16-0050,한식/중식/일식,전통음식,한식 일반,개성면옥,서울특별시,영등포구,신길6동
1080,BE_IW16-0051,한식/중식/일식,전통음식,한식 일반,개성집,서울특별시,송파구,방이2동
1081,BE_IW16-0052,한식/중식/일식,전통음식,한식 일반,개성집,서울특별시,강남구,논현1동
1082,BE_IW16-0053,한식/중식/일식,전통음식,한식 일반,개울목,서울특별시,강북구,우이동
1083,BE_IW16-0054,한식/중식/일식,전통음식,한식 일반,개화옥,서울특별시,강남구,압구정동
1084,BE_IW16-0055,한식/중식/일식,전통음식,한식 일반,갯마을,서울특별시,광진구,구의3동
1085,BE_IW16-0056,한식/중식/일식,전통음식,한식 일반,갯마을,서울특별시,영등포구,당산1동
1086,BE_IW16-0057,한식/중식/일식,전통음식,한식 일반,갯마을,서울특별시,용산구,한강로동
1087,BE_IW16-0058,한식/중식/일식,전통음식,한식 일반,갯벌낙지,서울특별시,송파구,가락본동
1088,BE_IW16-0059,한식/중식/일식,전통음식,한식 일반,경복궁,서울특별시,종로구,삼청동
1089,BE_IW16-0060,한식/중식/일식,전통음식,한식 일반,경복궁,서울특별시,강서구,우장산동
1090,BE_IW16-0061,한식/중식/일식,전통음식,한식 일반,경복궁,서울특별시,중구,을지로동
1091,BE_IW16-0062,한식/중식/일식,전통음식,한식 일반,계곡산장,서울특별시,강북구,우이동
1092,BE_IW16-0063,한식/중식/일식,전통음식,한식 일반,계림,서울특별시,광진구,광장동
1093,BE_IW16-0064,한식/중식/일식,전통음식,한식 일반,고갯마루,서울특별시,노원구,상계3.4동
1094,BE_IW16-0065,한식/중식/일식,전통음식,한식 일반,고궁,서울특별시,중랑구,면목2동
1095,BE_IW16-0066,한식/중식/일식,전통음식,한식 일반,고궁,서울특별시,중구,명동
1096,BE_IW16-0067,한식/중식/일식,전통음식,한식 일반,고기나라,서울특별시,동작구,상도1동
1097,BE_IW16-0068,한식/중식/일식,전통음식,한식 일반,고기사랑,서울특별시,강남구,청담동
1098,BE_IW16-0069,한식/중식/일식,전통음식,한식 일반,고기사랑,서울특별시,관악구,은천동
1099,BE_IW16-0070,한식/중식/일식,전통음식,한식 일반,고기시장,서울특별시,양천구,신월5동
1100,BE_IW16-0071,한식/중식/일식,전통음식,한식 일반,고덕가든,서울특별시,강동구,고덕1동
1101,BE_IW16-0072,한식/중식/일식,전통음식,한식 일반,고래불,서울특별시,강남구,역삼1동
1102,BE_IW16-0073,한식/중식/일식,전통음식,한식 일반,고메홈,서울특별시,강남구,대치4동
1103,BE_IW16-0074,한식/중식/일식,전통음식,한식 일반,고모네원조콩탕,서울특별시,강동구,성내3동
1104,BE_LiST36-0085,교육/예술/종교,문화시설,미술관,인사아트센터,서울특별시,종로구,종로1.2.3.4가동
1105,BE_LiST36-0086,교육/예술/종교,문화시설,미술관,일랑미술관,서울특별시,종로구,평창동
1106,BE_LiST36-0087,교육/예술/종교,문화시설,미술관,일오삼갤러리,서울특별시,서초구,반포4동
1107,BE_LiST36-0088,교육/예술/종교,문화시설,미술관,자하미술관,서울특별시,종로구,부암동
1108,BE_LiST36-0089,교육/예술/종교,문화시설,미술관,장은선갤러리,서울특별시,종로구,종로1.2.3.4가동
1109,BE_LiST36-0090,교육/예술/종교,문화시설,미술관,정표구화랑,서울특별시,중구,청구동
1110,BE_LiST36-0091,교육/예술/종교,문화시설,미술관,조갤러리,서울특별시,종로구,가회동
1111,BE_LiST36-0092,교육/예술/종교,문화시설,미술관,조선화랑,서울특별시,강남구,삼성1동
1112,BE_LiST36-0093,교육/예술/종교,문화시설,미술관,진선갤러리,서울특별시,종로구,삼청동
1113,BE_LiST36-0094,교육/예술/종교,문화시설,미술관,진화랑,서울특별시,종로구,사직동
1114,BE_LiST36-0095,교육/예술/종교,문화시설,미술관,청작화랑,서울특별시,강남구,신사동
1115,BE_LiST36-0096,교육/예술/종교,문화시설,미술관,청화랑,서울특별시,강남구,청담동
1116,BE_LiST36-0097,교육/예술/종교,문화시설,미술관,초대화랑,서울특별시,종로구,종로1.2.3.4가동
1117,BE_LiST36-0098,교육/예술/종교,문화시설,미술관,카사,서울특별시,종로구,사직동
1118,BE_LiST36-0099,교육/예술/종교,문화시설,미술관,카이스갤러리,서울특별시,강남구,청담동
1119,BE_LiST36-0100,교육/예술/종교,문화시설,미술관,케이앤갤러리,서울특별시,강남구,청담동
1120,BE_LiST36-0101,교육/예술/종교,문화시설,미술관,쿤스트독미술관,서울특별시,종로구,청운효자동
1121,BE_LiST36-0102,교육/예술/종교,문화시설,미술관,태양석고조각,서울특별시,관악구,보라매동
1122,BE_LiST36-0103,교육/예술/종교,문화시설,미술관,토닌갤러리,서울특별시,강남구,삼성1동
1123,BE_LiST36-0104,교육/예술/종교,문화시설,미술관,토탈미술관,서울특별시,종로구,평창동
1124,BE_LiST36-0105,교육/예술/종교,문화시설,미술관,퍼블릭아트,서울특별시,용산구,한남동
1125,BE_LiST36-0106,교육/예술/종교,문화시설,미술관,표갤러리,서울특별시,용산구,이태원2동
1126,BE_LiST36-0107,교육/예술/종교,문화시설,미술관,현대화랑,서울특별시,종로구,삼청동
1127,BE_LiST36-0108,교육/예술/종교,문화시설,미술관,환기미술관,서울특별시,종로구,부암동
1128,BE_LiST36-0109,교육/예술/종교,문화시설,음악관,미디어플랜,서울특별시,송파구,문정1동
1129,BE_LiST36-0110,교육/예술/종교,문화시설,문화센터,MBC아카데미,서울특별시,송파구,잠실본동
1130,BE_LiST36-0111,교육/예술/종교,문화시설,문화센터,NH아트홀,서울특별시,중구,소공동
1131,BE_LiST36-0112,교육/예술/종교,문화시설,문화센터,강남스포츠문화센터,서울특별시,강남구,수서동
1132,BE_LiST36-0113,교육/예술/종교,문화시설,문화센터,계몽문화교실,서울특별시,강남구,역삼2동
1133,BE_LiST36-0114,교육/예술/종교,문화시설,문화센터,금천구민문화체육센터,서울특별시,금천구,독산4동
1134,BE_LiST36-0115,교육/예술/종교,문화시설,문화센터,길동생태문화센터,서울특별시,강동구,둔촌2동
1135,BE_LiST36-0116,교육/예술/종교,문화시설,문화센터,꿈의숲아트센터,서울특별시,강북구,번3동
1136,BE_LiST36-0117,교육/예술/종교,문화시설,문화센터,대극장,서울특별시,서초구,양재2동
1137,BE_LiST36-0166,교육/예술/종교,문화시설,기타 문화시설,영등포아트홀,서울특별시,영등포구,당산1동
1138,BE_LiST36-0167,교육/예술/종교,문화시설,기타 문화시설,영산문화재단,서울특별시,서초구,양재1동
1139,BE_LiST36-0168,교육/예술/종교,문화시설,기타 문화시설,이랑시어터,서울특별시,종로구,이화동
1140,BE_LiST36-0169,교육/예술/종교,문화시설,기타 문화시설,정보소극장,서울특별시,종로구,이화동
1141,BE_LiST36-0170,교육/예술/종교,문화시설,기타 문화시설,중앙극장,서울특별시,중구,장충동
1142,BE_LiST36-0171,교육/예술/종교,문화시설,기타 문화시설,홍대롤링홀,서울특별시,마포구,서교동
1143,BE_LiST36-0172,교육/예술/종교,방송-언론,방송국,KBS스카이,서울특별시,영등포구,여의동
1144,BE_LiST36-0173,교육/예술/종교,방송-언론,방송국,에스비에스,서울특별시,양천구,목1동
1145,BE_LiST36-0174,교육/예술/종교,방송-언론,방송국,SBS스포츠채널골프드라마플러스,서울특별시,송파구,오륜동
1146,BE_LiST36-0175,교육/예술/종교,방송-언론,방송국,TBN교통방송,서울특별시,중구,신당5동
1147,BE_LiST36-0176,교육/예술/종교,방송-언론,방송국,관악방송,서울특별시,관악구,신사동
1148,BE_LiST36-0177,교육/예술/종교,방송-언론,방송국,서초케이블,서울특별시,서초구,방배2동
1149,BE_LiST36-0178,교육/예술/종교,방송-언론,방송국,시엠비동서방송,서울특별시,동대문구,제기동
1150,BE_LiST36-0179,교육/예술/종교,방송-언론,방송국,큐릭스노원방송,서울특별시,노원구,상계2동
1151,BE_LiST36-0180,교육/예술/종교,방송-언론,라디오방송국,TBS교통방송청사,서울특별시,중구,필동
1152,BE_LiST36-0181,교육/예술/종교,방송-언론,라디오방송국,극동방송,서울특별시,마포구,서강동
1153,BE_LiST36-0182,교육/예술/종교,방송-언론,라디오방송국,극동방송,서울특별시,영등포구,영등포동
1154,BE_LiST36-0183,교육/예술/종교,방송-언론,라디오방송국,서울원음방송,서울특별시,동작구,흑석동
1155,BE_LiST36-0184,교육/예술/종교,공연전시,소극장,클럽앤서,서울특별시,강남구,청담동
1156,BE_LiST36-0185,교육/예술/종교,공연전시,소극장,YMCA꿈나무소극장,서울특별시,광진구,능동
1157,BE_LiST36-0186,교육/예술/종교,공연전시,소극장,글로브극장,서울특별시,종로구,이화동
1158,BE_LiST36-0187,교육/예술/종교,공연전시,소극장,동숭무대,서울특별시,종로구,혜화동
1159,BE_LiST36-0188,교육/예술/종교,공연전시,소극장,삼형제극장,서울특별시,종로구,이화동
1160,BE_LiST36-0189,교육/예술/종교,공연전시,소극장,샘터파랑새극장,서울특별시,종로구,이화동
1161,BE_LiST36-0190,교육/예술/종교,공연전시,소극장,선돌극장,서울특별시,종로구,혜화동
1162,BE_LiST36-0191,교육/예술/종교,공연전시,소극장,아트씨어터문,서울특별시,종로구,혜화동
1163,BE_LiST36-0192,교육/예술/종교,공연전시,소극장,오아시스극장,서울특별시,종로구,이화동
1164,BE_LiST36-0193,교육/예술/종교,공연전시,소극장,포스트극장,서울특별시,마포구,서강동
1165,BE_LiST36-0194,교육/예술/종교,공연전시,소극장,학전그린소극장,서울특별시,종로구,이화동
1166,BE_LiST36-0195,교육/예술/종교,공연전시,소극장,해치홀,서울특별시,중구,명동
1167,BE_LiST36-0196,교육/예술/종교,공연전시,문화회관,강북문화예술회관,서울특별시,강북구,인수동
1168,BE_LiST36-0197,교육/예술/종교,공연전시,문화회관,올림픽회관,서울특별시,송파구,오륜동
1169,BE_LiST36-0198,교육/예술/종교,공연전시,문화회관,용산아트홀,서울특별시,용산구,이태원1동
1170,BE_LiST36-0199,교육/예술/종교,문화시설,박물관,경찰박물관,서울특별시,종로구,사직동
1171,BE_LiST36-0200,교육/예술/종교,문화시설,박물관,국립고궁박물관,서울특별시,종로구,청운효자동
1172,BE_LiST36-0201,교육/예술/종교,문화시설,박물관,국립중앙박물관,서울특별시,용산구,서빙고동
1173,BE_LiST36-0202,교육/예술/종교,문화시설,박물관,대한민국역사박물관,서울특별시,종로구,사직동
1174,BE_LiST36-0203,교육/예술/종교,문화시설,박물관,도검박물관,서울특별시,종로구,평창동
1175,BE_LiST36-0204,교육/예술/종교,문화시설,박물관,매헌윤봉길의사기념관,서울특별시,서초구,양재2동
1176,BE_LiST36-0205,교육/예술/종교,문화시설,박물관,명인박물관,서울특별시,종로구,가회동
1177,BE_LiST36-0206,교육/예술/종교,문화시설,박물관,몽촌역사관,서울특별시,송파구,오륜동
1178,BE_LiST36-0207,교육/예술/종교,문화시설,박물관,민속박물관,서울특별시,종로구,청운효자동
1179,BE_LiST36-0208,교육/예술/종교,문화시설,박물관,박을복자수박물관,서울특별시,강북구,우이동
1180,BE_LiST36-0209,교육/예술/종교,문화시설,박물관,부엉이박물관,서울특별시,종로구,삼청동
1181,BE_LiST36-0210,교육/예술/종교,문화시설,박물관,북촌생활사박물관,서울특별시,종로구,삼청동
1182,BE_LiST36-0211,교육/예술/종교,문화시설,박물관,삼성출판박물관,서울특별시,종로구,평창동
1183,BE_LiST36-0212,교육/예술/종교,문화시설,박물관,상명대학교박물관,서울특별시,종로구,평창동
1184,BE_LiST36-0213,교육/예술/종교,문화시설,박물관,생명과학박물관,서울특별시,양천구,목1동
1185,BE_LiST36-0214,교육/예술/종교,문화시설,박물관,서대문자연사박물관,서울특별시,서대문구,연희동
1186,BE_LiST36-0215,교육/예술/종교,문화시설,박물관,서대문형무소역사관,서울특별시,서대문구,천연동
1187,BE_LiST36-0216,교육/예술/종교,문화시설,박물관,서울세관관세박물관,서울특별시,강남구,논현2동
1188,BE_LiST36-0217,교육/예술/종교,문화시설,박물관,세계장신구박물관,서울특별시,종로구,삼청동
1189,BE_LiST36-0218,교육/예술/종교,문화시설,박물관,셀라뮤즈자기박물관,서울특별시,종로구,평창동
1190,BE_LiST36-0219,교육/예술/종교,문화시설,박물관,수도박물관,서울특별시,성동구,성수1가1동
1191,BE_LiST36-0220,교육/예술/종교,문화시설,박물관,쉼박물관,서울특별시,종로구,부암동
1192,BE_LiST36-0221,교육/예술/종교,문화시설,박물관,실크로드박물관,서울특별시,종로구,삼청동
1193,BE_LiST36-0222,교육/예술/종교,문화시설,박물관,어린이민속박물관,서울특별시,종로구,청운효자동
1194,BE_LiST36-0223,교육/예술/종교,문화시설,박물관,영인문학관,서울특별시,종로구,평창동
1195,BE_LiST36-0224,교육/예술/종교,문화시설,박물관,외교사전시실,서울특별시,서초구,서초2동
1196,BE_LiST36-0225,교육/예술/종교,문화시설,박물관,전쟁기념관,서울특별시,용산구,남영동
1197,BE_LiST36-0226,교육/예술/종교,문화시설,박물관,절두산성지순교기념관,서울특별시,마포구,합정동
1198,BE_LiST36-0118,교육/예술/종교,문화시설,문화센터,대치복지문화회관,서울특별시,강남구,대치2동
1199,BE_LiST36-0119,교육/예술/종교,문화시설,문화센터,대한민국예술인센터,서울특별시,양천구,목1동
1200,BE_LiST36-0120,교육/예술/종교,문화시설,문화센터,동부여성문화센터,서울특별시,종로구,창신2동
1201,BE_LiST36-0121,교육/예술/종교,문화시설,문화센터,동북아시아정보문화센터,서울특별시,종로구,종로1.2.3.4가동
1202,BE_LiST36-0122,교육/예술/종교,문화시설,문화센터,마포아트센터,서울특별시,마포구,대흥동
1203,BE_LiST36-0123,교육/예술/종교,문화시설,문화센터,마포평생학습관아현분관,서울특별시,마포구,공덕동
1204,BE_LiST36-0124,교육/예술/종교,문화시설,문화센터,명동성당꼬스트홀,서울특별시,중구,명동
1205,BE_LiST36-0125,교육/예술/종교,문화시설,문화센터,목동문화체육센터,서울특별시,양천구,목2동
1206,BE_LiST36-0126,교육/예술/종교,문화시설,문화센터,문화센터,서울특별시,서초구,반포3동
1207,BE_LiST36-0127,교육/예술/종교,문화시설,문화센터,문화유산교육원,서울특별시,강남구,대치2동
1208,BE_LiST36-0128,교육/예술/종교,문화시설,문화센터,미추홀예술진흥회,서울특별시,종로구,평창동
1209,BE_LiST36-0129,교육/예술/종교,문화시설,문화센터,봉은문화센터,서울특별시,강남구,삼성1동
1210,BE_LiST36-0130,교육/예술/종교,문화시설,문화센터,북촌문화센터,서울특별시,종로구,가회동
1211,BE_LiST36-0131,교육/예술/종교,문화시설,문화센터,상상아트홀,서울특별시,강남구,대치2동
1212,BE_LiST36-0132,교육/예술/종교,문화시설,문화센터,석천문화관,서울특별시,종로구,혜화동
1213,BE_LiST36-0133,교육/예술/종교,문화시설,문화센터,성동문화회관,서울특별시,성동구,행당1동
1214,BE_LiST36-0134,교육/예술/종교,문화시설,문화센터,성북예술창작센터,서울특별시,성북구,종암동
1215,BE_LiST36-0135,교육/예술/종교,문화시설,문화센터,송중문화정보센터,서울특별시,강북구,송중동
1216,BE_LiST36-0136,교육/예술/종교,문화시설,문화센터,수국사문화센타,서울특별시,은평구,구산동
1217,BE_LiST36-0137,교육/예술/종교,문화시설,문화센터,양천문화회관,서울특별시,양천구,신정6동
1218,BE_LiST36-0138,교육/예술/종교,문화시설,문화센터,용산여성문화회관,서울특별시,용산구,한남동
1219,BE_LiST36-0139,교육/예술/종교,문화시설,문화센터,잠원복지문화센터,서울특별시,서초구,잠원동
1220,BE_LiST36-0140,교육/예술/종교,문화시설,문화센터,푸르지오밸리,서울특별시,강남구,대치2동
1221,BE_LiST36-0141,교육/예술/종교,문화시설,문화센터,풀잎문화센터,서울특별시,종로구,종로5.6가동
1222,BE_LiST36-0142,교육/예술/종교,문화시설,문화센터,풀잎문화센터,서울특별시,송파구,송파2동
1223,BE_LiST36-0143,교육/예술/종교,문화시설,문화센터,한국문화센터구로지부,서울특별시,구로구,구로3동
1224,BE_LiST36-0144,교육/예술/종교,문화시설,문화센터,해공체육문화센터,서울특별시,강동구,천호2동
1225,BE_LiST36-0145,교육/예술/종교,문화시설,문화센터,호림아트센터,서울특별시,강남구,압구정동
1226,BE_LiST36-0146,교육/예술/종교,문화시설,기타 문화시설,KT&G상상마당,서울특별시,마포구,서교동
1227,BE_LiST36-0147,교육/예술/종교,문화시설,기타 문화시설,까페테리아나루,서울특별시,영등포구,양평2동
1228,BE_LiST36-0148,교육/예술/종교,문화시설,기타 문화시설,노원문화예술회관,서울특별시,노원구,중계본동
1229,BE_LiST36-0149,교육/예술/종교,문화시설,기타 문화시설,돔아트홀,서울특별시,광진구,능동
1230,BE_LiST36-0150,교육/예술/종교,문화시설,기타 문화시설,동숭아트센터,서울특별시,종로구,이화동
1231,BE_LiST36-0151,교육/예술/종교,문화시설,기타 문화시설,둘로스소극장,서울특별시,종로구,종로1.2.3.4가동
1232,BE_LiST36-0152,교육/예술/종교,문화시설,기타 문화시설,명보아트홀,서울특별시,중구,을지로동
1233,BE_LiST36-0153,교육/예술/종교,문화시설,기타 문화시설,반딧불이생태관,서울특별시,영등포구,여의동
1234,BE_LiST36-0154,교육/예술/종교,문화시설,기타 문화시설,백암아트홀,서울특별시,강남구,삼성1동
1235,BE_LiST36-0155,교육/예술/종교,문화시설,기타 문화시설,벨라지움,서울특별시,강남구,대치2동
1236,BE_LiST36-0156,교육/예술/종교,문화시설,기타 문화시설,북촌창우극장,서울특별시,종로구,가회동
1237,BE_LiST36-0157,교육/예술/종교,문화시설,기타 문화시설,산울림소극장,서울특별시,마포구,서교동
1238,BE_LiST36-0158,교육/예술/종교,문화시설,기타 문화시설,삼일로창고극장,서울특별시,중구,명동
1239,BE_LiST36-0159,교육/예술/종교,문화시설,기타 문화시설,상설무대우리소리,서울특별시,마포구,서교동
1240,BE_LiST36-0160,교육/예술/종교,문화시설,기타 문화시설,서울패션창작스튜디오,서울특별시,중구,신당동
1241,BE_LiST36-0161,교육/예술/종교,문화시설,기타 문화시설,시공아트스페이스,서울특별시,종로구,평창동
1242,BE_LiST36-0162,교육/예술/종교,문화시설,기타 문화시설,아트센터K,서울특별시,종로구,혜화동
1243,BE_LiST36-0163,교육/예술/종교,문화시설,기타 문화시설,알과핵소극장,서울특별시,종로구,이화동
1244,BE_LiST36-0164,교육/예술/종교,문화시설,기타 문화시설,암사어린이극장,서울특별시,강동구,암사3동
1245,BE_LiST36-0165,교육/예술/종교,문화시설,기타 문화시설,열린극장,서울특별시,종로구,혜화동
1246,BE_LiST36-0026,교육/예술/종교,문화시설,미술관,그림사랑,서울특별시,서대문구,홍은2동
1247,BE_LiST36-0027,교육/예술/종교,문화시설,미술관,금호미술관,서울특별시,종로구,삼청동
1248,BE_LiST36-0028,교육/예술/종교,문화시설,미술관,김달진미술자료박물관,서울특별시,종로구,청운효자동
1249,BE_LiST36-0029,교육/예술/종교,문화시설,미술관,김종영미술관,서울특별시,종로구,평창동
1250,BE_LiST36-0030,교육/예술/종교,문화시설,미술관,김콜렉션,서울특별시,종로구,평창동
1251,BE_LiST36-0031,교육/예술/종교,문화시설,미술관,김현주갤러리,서울특별시,종로구,삼청동
1252,BE_LiST36-0032,교육/예술/종교,문화시설,미술관,노화랑,서울특별시,종로구,종로1.2.3.4가동
1253,BE_LiST36-0033,교육/예술/종교,문화시설,미술관,다도화랑,서울특별시,강남구,신사동
1254,BE_LiST36-0034,교육/예술/종교,문화시설,미술관,다이아몬드갤러리,서울특별시,성북구,성북동
1255,BE_LiST36-0035,교육/예술/종교,문화시설,미술관,대림미술관,서울특별시,종로구,사직동
1256,BE_LiST36-0036,교육/예술/종교,문화시설,미술관,대림화랑,서울특별시,종로구,종로1.2.3.4가동
1257,BE_LiST36-0037,교육/예술/종교,문화시설,미술관,대안공간풀,서울특별시,종로구,평창동
1258,BE_LiST36-0038,교육/예술/종교,문화시설,미술관,덕원갤러리,서울특별시,종로구,종로1.2.3.4가동
1259,BE_LiST36-0039,교육/예술/종교,문화시설,미술관,동산방화랑,서울특별시,종로구,종로1.2.3.4가동
1260,BE_LiST36-0040,교육/예술/종교,문화시설,미술관,디아갤러리,서울특별시,종로구,가회동
1261,BE_LiST36-0041,교육/예술/종교,문화시설,미술관,로댕갤러리,서울특별시,중구,소공동
1262,BE_LiST36-0042,교육/예술/종교,문화시설,미술관,뤼미에르갤러리,서울특별시,종로구,사직동
1263,BE_LiST36-0043,교육/예술/종교,문화시설,미술관,리안갤러리,서울특별시,종로구,청운효자동
1264,BE_LiST36-0044,교육/예술/종교,문화시설,미술관,모던화랑,서울특별시,종로구,종로1.2.3.4가동
1265,BE_LiST36-0045,교육/예술/종교,문화시설,미술관,모인화랑,서울특별시,종로구,종로1.2.3.4가동
1266,BE_LiST36-0046,교육/예술/종교,문화시설,미술관,몽환,서울특별시,서대문구,신촌동
1267,BE_LiST36-0047,교육/예술/종교,문화시설,미술관,문화서화사,서울특별시,종로구,종로1.2.3.4가동
1268,BE_LiST36-0048,교육/예술/종교,문화시설,미술관,미림화방,서울특별시,용산구,한강로동
1269,BE_LiST36-0049,교육/예술/종교,문화시설,미술관,백자은갤러리,서울특별시,종로구,평창동
1270,BE_LiST36-0050,교육/예술/종교,문화시설,미술관,백해영갤러리,서울특별시,용산구,이태원1동
1271,BE_LiST36-0051,교육/예술/종교,문화시설,미술관,변종하미술관,서울특별시,성북구,성북동
1272,BE_LiST36-0052,교육/예술/종교,문화시설,미술관,북촌미술관,서울특별시,종로구,가회동
1273,BE_LiST36-0053,교육/예술/종교,문화시설,미술관,빛갤러리,서울특별시,종로구,삼청동
1274,BE_LiST36-0054,교육/예술/종교,문화시설,미술관,삼성미술관리움,서울특별시,용산구,한남동
1275,BE_LiST36-0055,교육/예술/종교,문화시설,미술관,서울시립미술관경희궁분관,서울특별시,종로구,사직동
1276,BE_LiST36-0056,교육/예술/종교,문화시설,미술관,서울옥션센터,서울특별시,종로구,평창동
1277,BE_LiST36-0057,교육/예술/종교,문화시설,미술관,서하갤러리,서울특별시,종로구,종로1.2.3.4가동
1278,BE_LiST36-0058,교육/예술/종교,문화시설,미술관,서화갤러리,서울특별시,용산구,한남동
1279,BE_LiST36-0059,교육/예술/종교,문화시설,미술관,선갤러리,서울특별시,종로구,삼청동
1280,BE_LiST36-0060,교육/예술/종교,문화시설,미술관,섭갤러리,서울특별시,종로구,종로1.2.3.4가동
1281,BE_LiST36-0061,교육/예술/종교,문화시설,미술관,세미화랑,서울특별시,종로구,이화동
1282,BE_LiST36-0062,교육/예술/종교,문화시설,미술관,소나무갤러리,서울특별시,종로구,가회동
1283,BE_LiST36-0063,교육/예술/종교,문화시설,미술관,소마미술관,서울특별시,송파구,오륜동
1284,BE_LiST36-0064,교육/예술/종교,문화시설,미술관,수도예공방,서울특별시,마포구,연남동
1285,BE_LiST36-0065,교육/예술/종교,문화시설,미술관,스페이스갤러리,서울특별시,강남구,청담동
1286,BE_LiST36-0066,교육/예술/종교,문화시설,미술관,시립미술관난지창작스튜디오,서울특별시,마포구,상암동
1287,BE_LiST36-0067,교육/예술/종교,문화시설,미술관,시율재갤러리,서울특별시,종로구,평창동
1288,BE_LiST36-0068,교육/예술/종교,문화시설,미술관,씽크씽크미술관,서울특별시,강남구,삼성2동
1289,BE_LiST36-0069,교육/예술/종교,문화시설,미술관,아리수아트타운,서울특별시,종로구,종로1.2.3.4가동
1290,BE_LiST36-0070,교육/예술/종교,문화시설,미술관,아트사이드,서울특별시,종로구,사직동
1291,BE_LiST36-0071,교육/예술/종교,문화시설,미술관,아트스퀘어,서울특별시,강남구,도곡1동
1292,BE_LiST36-0072,교육/예술/종교,문화시설,미술관,아트에셋,서울특별시,마포구,서교동
1293,BE_LiST36-0073,교육/예술/종교,문화시설,미술관,아트파크,서울특별시,종로구,삼청동
1294,BE_LiST36-0074,교육/예술/종교,문화시설,미술관,아프리카미술관,서울특별시,종로구,삼청동
1295,BE_LiST36-0075,교육/예술/종교,문화시설,미술관,어반아트,서울특별시,강남구,신사동
1296,BE_LiST36-0076,교육/예술/종교,문화시설,미술관,에이엠,서울특별시,종로구,삼청동
1297,BE_LiST36-0227,교육/예술/종교,문화시설,박물관,증권박물관,서울특별시,영등포구,여의동
1298,BE_LiST36-0228,교육/예술/종교,문화시설,박물관,짚풀생활사박물관,서울특별시,종로구,혜화동
1299,BE_LiST36-0229,교육/예술/종교,문화시설,박물관,청계천문화관,서울특별시,성동구,마장동
1300,BE_LiST36-0230,교육/예술/종교,문화시설,박물관,체신기념관,서울특별시,종로구,종로1.2.3.4가동
1301,BE_LiST36-0231,교육/예술/종교,문화시설,박물관,토이키노장난감박물관,서울특별시,종로구,삼청동
1302,BE_LiST36-0232,교육/예술/종교,문화시설,박물관,티벳박물관,서울특별시,종로구,청운효자동
1303,BE_LiST36-0233,교육/예술/종교,문화시설,박물관,평강제일교회성서유물박물관,서울특별시,구로구,오류2동
