,시도,우편번호,법정동주소,Latitude,Longitude,도로명주소,사용승인일,동수,세대수,최고층수,단지명
308,부산광역시,47819.0,부산광역시 동래구 수안동 6-1 새동래1차아파트,35.200441,129.081919,부산광역시 동래구 명륜로75번길 31,19791124.0,4,424,12,새동래1차아파트
309,부산광역시,,부산광역시 동래구 수안동 2-6 새동래2차아파트,35.2008191,129.0818091,,19801218.0,1,118,10,새동래2차아파트
310,부산광역시,,부산광역시 동래구 수안동 182- 성완세띠앙주상복합아파트,35.2010008,129.0854567,,20050607.0,1,128,0,성완세띠앙주상복합아파트
311,부산광역시,47883.0,부산광역시 동래구 수안동 32-3 수안동조성하이츠아파트,35.1966638,129.0839181,부산광역시 동래구 온천천로 273,19980513.0,1,163,21,수안동조성하이츠아파트
312,부산광역시,47887.0,부산광역시 동래구 수안동 41-7 온천천경동리인타워2차아파트,35.1945064,129.0897295,부산광역시 동래구 수안로8번길 38,20200909.0,1,176,45,온천천경동리인타워2차아파트
313,부산광역시,,"부산광역시 동래구 수안동 8-1,부산광역시 동래구 수안동 8-3,부산광역시 동래구 수안동 8-4 제일장미아파트",35.1991635,129.0821682,,19791122.0,6,141,5,제일장미아파트
314,부산광역시,47816.0,부산광역시 동래구 수안동 666-1 한진타운아파트,35.2018592,129.080225,부산광역시 동래구 충렬대로200번길 25,19960920.0,5,499,24,한진타운아파트
315,부산광역시,47736.0,부산광역시 동래구 명륜동 533-229 동래롯데캐슬퀸,35.2047092,129.0790764,부산광역시 동래구 온천천로 165,20201224.0,2,210,34,동래롯데캐슬퀸
316,부산광역시,47747.0,부산광역시 동래구 명륜동 756 동래센트럴파크하이츠1단지,35.2114568,129.0841856,부산광역시 동래구 문화로 15,20110112.0,4,390,30,동래센트럴파크하이츠1단지
317,부산광역시,47747.0,부산광역시 동래구 명륜동 756-1 동래센트럴파크하이츠2단지,35.2116064999999,129.0862786,부산광역시 동래구 문화로 33,20101231.0,7,680,29,동래센트럴파크하이츠2단지
318,부산광역시,47744.0,"부산광역시 동래구 명륜동 100,부산광역시 동래구 명륜동 788,부산광역시 동래구 명륜동 782 명륜2차아이파크아파트",35.2141159,129.091619,부산광역시 동래구 시실로 48,20151130.0,23,2058,30,명륜2차아이파크아파트
319,부산광역시,47744.0,부산광역시 동래구 명륜동 752 명륜SKView,35.2146987,129.0847939,부산광역시 동래구 명륜로236번길 9,20060728.0,4,281,24,명륜SKView
320,부산광역시,47735.0,부산광역시 동래구 명륜동 618-5 명륜동 천일스카이원,35.2073655,129.0815245,부산광역시 동래구 명륜로 151,20180131.0,1,215,18,명륜동 천일스카이원
321,부산광역시,47744.0,부산광역시 동래구 명륜동 795 명륜동 힐스테이트,35.2135784,129.0841228,부산광역시 동래구 명륜로 222,20181227.0,5,493,30,명륜동 힐스테이트
322,부산광역시,47743.0,부산광역시 동래구 명륜동 753 명륜쌍용예가,35.2104399,129.0805291,부산광역시 동래구 동래로 53,20070216.0,3,269,20,명륜쌍용예가
323,부산광역시,47748.0,부산광역시 동래구 명륜동 757 명륜아이파크,35.2089869,129.0840481,부산광역시 동래구 명륜로 170,20131230.0,20,1409,28,명륜아이파크
324,부산광역시,47735.0,부산광역시 동래구 명륜동 650-1 명륜자이,35.2075972,129.0809477,부산광역시 동래구 명륜로139번길 22,20190225.0,7,671,28,명륜자이
325,부산광역시,47740.0,부산광역시 동래구 명륜동 700-101 힐스테이트 명륜 트라디움,35.2135642,129.081403,부산광역시 동래구 동래로57번길 94,20220526.0,8,874,42,힐스테이트 명륜 트라디움
326,부산광역시,47839.0,"부산광역시 동래구 온천동 1550-3,부산광역시 동래구 온천동 1846 e편한세상 동래아시아드",35.2021913,129.065865,부산광역시 동래구 아시아드대로 202,20200626.0,4,439,31,e편한세상 동래아시아드
327,부산광역시,,부산광역시 동래구 온천동 1444-1 궁전아이브아파트,35.206607,129.07178,,20051014.0,1,100,20,궁전아이브아파트
328,부산광역시,47870.0,부산광역시 동래구 온천동 1650 대륙코리아나아파트,35.205079,129.0583647,부산광역시 동래구 쇠미로129번길 67,19951111.0,1,183,22,대륙코리아나아파트
329,부산광역시,47714.0,부산광역시 동래구 온천동 455-2 더샵 동래,35.2155528,129.0800738,부산광역시 동래구 온천장로 38,20230119.0,3,603,49,더샵 동래
330,부산광역시,47708.0,부산광역시 동래구 온천동 1859 더샵온천헤리티지아파트,35.2220861,129.081954,부산광역시 동래구 온천장로119번길 56,20230630.0,3,206,34,더샵온천헤리티지아파트
331,부산광역시,47726.0,부산광역시 동래구 온천동 423-2 동래2차SK VIEW,35.2138813,129.0681841,부산광역시 동래구 금강로 48,20081117.0,3,190,28,동래2차SK VIEW
332,부산광역시,47712.0,부산광역시 동래구 온천동 183-3 동래3차 SK VIEW 아파트,35.2166117,129.0807399,부산광역시 동래구 온천장로65번길 9,20211206.0,7,999,39,동래3차 SK VIEW 아파트
333,부산광역시,47726.0,부산광역시 동래구 온천동 758-12 동래SK뷰아파트,35.2119177,129.0759456,부산광역시 동래구 중앙대로1381번길 52,20060120.0,6,342,26,동래SK뷰아파트
334,부산광역시,47825.0,"부산광역시 동래구 온천동 1458-1,부산광역시 동래구 온천동 1457-1 동래대우아파트",35.203658,129.075516,"부산광역시 동래구 충렬대로140번길 32,부산광역시 동래구 충렬대로140번길 41",20020118.0,8,497,25,동래대우아파트
335,부산광역시,47730.0,"부산광역시 동래구 온천동 1853-7,부산광역시 동래구 온천동 1853-22,부산광역시 동래구 온천동 1853-2,부산광역시 동래구 온천동 1853 동래래미안아이파크아파트",35.2114601,129.0601982,"부산광역시 동래구 충렬대로107번길 65,부산광역시 동래구 금정마을로 150,부산광역시 동래구 금정마을로 135-9,부산광역시 동래구 금정마을로 147",20220614.0,32,3853,35,동래래미안아이파크아파트
336,부산광역시,47732.0,부산광역시 동래구 온천동 707 동래럭키아파트,35.2085195,129.0753896,부산광역시 동래구 충렬대로107번길 54,19830404.0,18,1536,15,동래럭키아파트
337,부산광역시,47869.0,부산광역시 동래구 온천동 1833 동래삼정그린코아포레스트,35.2046368,129.0612732,부산광역시 동래구 쇠미로 153,20180427.0,6,582,29,동래삼정그린코아포레스트
338,부산광역시,47869.0,부산광역시 동래구 온천동 1834 동래지웰아파트,35.2084979,129.0628311,부산광역시 동래구 쇠미로 197,20180724.0,3,219,25,동래지웰아파트
339,부산광역시,47743.0,부산광역시 동래구 온천동 477-5 동래퀸즈W,35.2029539,129.0659015,부산광역시 동래구 동래로 69,20151203.0,3,182,15,동래퀸즈W
340,부산광역시,47846.0,부산광역시 동래구 온천동 1838 동래효성해링턴플레이스,35.2074824,129.0681863,부산광역시 동래구 아시아드대로255번길 14,20190530.0,3,762,49,동래효성해링턴플레이스
341,부산광역시,47870.0,부산광역시 동래구 온천동 1654-8 두비앙에코힐아파트,35.2047775,129.0569745,부산광역시 동래구 쇠미로121번길 91,20190614.0,4,219,26,두비앙에코힐아파트
342,부산광역시,47709.0,부산광역시 동래구 온천동 152-18 르메이에르동래타운,35.2210883,129.0834225,부산광역시 동래구 금강공원로20번길 46,20050812.0,1,227,23,르메이에르동래타운
343,부산광역시,47711.0,부산광역시 동래구 온천동 178-7 벽산 아스타,35.2171329,129.0825447,부산광역시 동래구 중앙대로1473번길 13,20080221.0,3,648,52,벽산 아스타
344,부산광역시,47868.0,부산광역시 동래구 온천동 1600 새온천화신동영아파트,35.2048575,129.0836402,부산광역시 동래구 쇠미로129번길 62-12,19950831.0,6,464,21,새온천화신동영아파트
345,부산광역시,,부산광역시 동래구 온천동 46-6 성완아이렉스,35.2226051,129.0817509,,,1,144,15,성완아이렉스
346,부산광역시,47714.0,부산광역시 동래구 온천동 456-29 신화타워아파트,35.2140105,129.0796114,부산광역시 동래구 온천장로 20,19990319.0,1,274,28,신화타워아파트
347,부산광역시,,부산광역시 동래구 온천동 1241-1 온천3동 경보이리스힐 아파트,35.2058598,129.0645403,,20040330.0,1,136,15,온천3동 경보이리스힐 아파트
348,부산광역시,47723.0,부산광역시 동래구 온천동 1129-4 온천대동다숲,35.2108419,129.0665142,부산광역시 동래구 금정마을로 120,19980220.0,2,170,22,온천대동다숲
349,부산광역시,,부산광역시 동래구 온천동 164-66 온천동 경기위너비타,35.2196975,129.0839464,,20031218.0,1,131,15,온천동 경기위너비타
350,부산광역시,47837.0,부산광역시 동래구 온천동 1412-1 온천동반도보라스카이뷰,35.2042737,129.0678638,부산광역시 동래구 아시아드대로 234,20060106.0,8,1149,40,온천동반도보라스카이뷰
351,부산광역시,47825.0,부산광역시 동래구 온천동 1459-5 온천동영아파트,35.2032022,129.0752819,부산광역시 동래구 충렬대로140번길 56,19920413.0,2,215,20,온천동영아파트
352,부산광역시,47711.0,부산광역시 동래구 온천동 460-6 온천동유림노르웨이숲,35.2162619,129.0818584,부산광역시 동래구 중앙대로 1453,20180122.0,1,241,40,온천동유림노르웨이숲
353,부산광역시,,부산광역시 동래구 온천동 188-2 온천동한진스카이뷰,35.217963,129.0804844,,20190412.0,2,141,0,온천동한진스카이뷰
354,부산광역시,47725.0,부산광역시 동래구 온천동 397-6 온천삼익아파트,35.2127558,129.0750792,부산광역시 동래구 금강로 28,19781211.0,3,432,12,온천삼익아파트
355,부산광역시,47710.0,부산광역시 동래구 온천동 1842 온천삼정그린코아더베스트,35.2193994,129.0842317,부산광역시 동래구 중앙대로1493번길 16,20190828.0,3,340,35,온천삼정그린코아더베스트
356,부산광역시,47870.0,부산광역시 동래구 온천동 1654 온천삼정그린코아아파트,35.2058894,129.0575994,부산광역시 동래구 쇠미로129번길 91,20031113.0,3,497,19,온천삼정그린코아아파트
357,부산광역시,,부산광역시 동래구 온천동 1133-2 온천삼협아파트,35.2102174,129.0639473,,19971203.0,1,105,1,온천삼협아파트
358,부산광역시,47710.0,부산광역시 동래구 온천동 161-1 온천장SK Hub올리브,35.2186173,129.0841441,부산광역시 동래구 금강공원로 2,20060428.0,1,440,29,온천장SK Hub올리브
359,부산광역시,47718.0,부산광역시 동래구 온천동 1129-2 온천화신아파트,35.2108841,129.0644471,부산광역시 동래구 쇠미로235번길 9,19910314.0,2,210,15,온천화신아파트
360,부산광역시,47712.0,부산광역시 동래구 온천동 182-9 이안동래센트럴시티,35.2178985,129.0817796,부산광역시 동래구 온천장로65번길 10,20230726.0,2,257,39,이안동래센트럴시티
361,부산광역시,,부산광역시 동래구 온천동 1360- 한사랑아파트101동,35.208273,129.067364,,19930527.0,1,143,1,한사랑아파트101동
362,부산광역시,,부산광역시 동래구 온천동 1350- 한사랑아파트102동 ,35.208273,129.067364,,19930630.0,1,109,1,한사랑아파트102동 
363,부산광역시,47868.0,부산광역시 동래구 온천동 1680 현대아파트,35.2063077,129.058931,부산광역시 동래구 쇠미로129번길 86,19951028.0,1,227,19,현대아파트
364,부산광역시,47711.0,부산광역시 동래구 온천동 172-35 협성스카이라인80,35.217967,129.083584,부산광역시 동래구 중앙대로1473번길 14-12,20040903.0,1,440,20,협성스카이라인80
365,부산광역시,,부산광역시 동래구 온천동 1119- 화인아파트,35.2114395,129.0647528,,19920501.0,1,126,1,화인아파트
366,부산광역시,47854.0,부산광역시 동래구 사직동 566-3 사직 하늘채 리센티아,35.2020692,129.0616729,부산광역시 동래구 사직북로48번길 77,20240523.0,8,690,28,사직 하늘채 리센티아
367,부산광역시,47871.0,부산광역시 동래구 사직동 590-3 사직2차삼정그린코아,35.201996,129.0548373,부산광역시 동래구 쇠미로81번길 22,20060807.0,7,560,25,사직2차삼정그린코아
368,부산광역시,47862.0,부산광역시 동래구 사직동 1020 사직2차쌍용예가,35.2002363,129.0563231,부산광역시 동래구 쇠미로40번길 55,20101122.0,8,625,25,사직2차쌍용예가
369,부산광역시,47861.0,부산광역시 동래구 사직동 614-4 사직KCC스위첸,35.1989038,129.0589199,부산광역시 동래구 사직북로 64,20160913.0,12,999,32,사직KCC스위첸
370,부산광역시,,부산광역시 동래구 사직동 139-5 사직동원아파트,35.2010797,129.0728912,,19800929.0,5,140,5,사직동원아파트
371,부산광역시,47842.0,부산광역시 동래구 사직동 1041 사직롯데캐슬더클래식,35.1977514,129.0675007,부산광역시 동래구 아시아드대로146번길 1,20170116.0,8,1064,34,사직롯데캐슬더클래식
372,부산광역시,47855.0,"부산광역시 동래구 사직동 13-1,부산광역시 동래구 사직동 15-5,부산광역시 동래구 사직동 16-1,부산광역시 동래구 사직동 14 사직삼익아파트",35.2009684,129.0596424,부산광역시 동래구 사직북로48번길 25,19790625.0,4,300,12,사직삼익아파트
373,부산광역시,47873.0,부산광역시 동래구 사직동 981-100 사직삼정그린코아아파트,35.1977778,129.0525,부산광역시 동래구 쇠미로 37,19980725.0,10,874,21,사직삼정그린코아아파트
374,부산광역시,47862.0,부산광역시 동래구 사직동 1019 사직삼환나우빌,35.1996629,129.0553096,부산광역시 동래구 쇠미로 72,20100802.0,6,470,25,사직삼환나우빌
375,부산광역시,47863.0,부산광역시 동래구 사직동 1017 사직쌍용예가,35.1966136,129.0556134,부산광역시 동래구 사직로 80,20061207.0,29,2947,25,사직쌍용예가
376,부산광역시,47867.0,부산광역시 동래구 사직동 1039 사직역삼정그린코아 더베스트1차,35.1969838,129.0646819,부산광역시 동래구 사직로 8,20161226.0,3,313,33,사직역삼정그린코아 더베스트1차
377,부산광역시,47867.0,부산광역시 동래구 사직동 1055 사직역삼정그린코아더베스트2차,35.1966892,129.0637445,부산광역시 동래구 사직로 16,20180718.0,3,230,32,사직역삼정그린코아더베스트2차
378,부산광역시,47871.0,부산광역시 동래구 사직동 632-94 사직유원아파트,35.2041068,129.0555039,부산광역시 동래구 쇠미로119번길 85,19921202.0,2,236,15,사직유원아파트
379,부산광역시,47866.0,부산광역시 동래구 사직동 93-8 사직자이아파트,35.1967819,129.0622843,부산광역시 동래구 사직로 36,20070425.0,3,249,23,사직자이아파트
380,부산광역시,47872.0,부산광역시 동래구 사직동 597 사직한신아파트,35.201246,129.0530875,부산광역시 동래구 쇠미로81번길 33,19990331.0,9,710,23,사직한신아파트
381,부산광역시,,부산광역시 동래구 사직동 146-8 신사직아파트,35.2002743,129.0764742,,19761202.0,4,152,5,신사직아파트
382,부산광역시,47844.0,부산광역시 동래구 사직동 1058 쌍용 더 플래티넘 사직 아시아드,35.1962098,129.0678817,부산광역시 동래구 아시아드대로134번길 14,20200228.0,6,914,41,쌍용 더 플래티넘 사직 아시아드
383,부산광역시,48442.0,"부산광역시 남구 대연동 1346-345,부산광역시 남구 대연동 1903 대연sk뷰힐스아파트",35.1369697,129.0940758,부산광역시 남구 수영로 261,20180711.0,11,994,26,대연sk뷰힐스아파트
384,부산광역시,48428.0,부산광역시 남구 대연동 252-1 대연경동메르빌아파트,35.1503653,129.0919201,부산광역시 남구 황령대로319번길 26,20050816.0,4,451,31,대연경동메르빌아파트
385,부산광역시,48440.0,부산광역시 남구 대연동 282-1 대연극동아파트,35.1402676,129.0919707,부산광역시 남구 진남로36번길 50,20020802.0,2,413,25,대연극동아파트
386,부산광역시,48539.0,부산광역시 남구 대연동 1170-2 대연대우아파트,35.1227797,129.0888734,부산광역시 남구 홍곡로 343,19960227.0,3,457,21,대연대우아파트
387,부산광역시,48447.0,"부산광역시 남구 대연동 1773-1,부산광역시 남구 대연동 1776-1 대연동 SK VIEW 아파트",35.1369697,129.0940758,부산광역시 남구 진남로 159,20070629.0,10,454,23,대연동 SK VIEW 아파트
388,부산광역시,48452.0,부산광역시 남구 대연동 1272-2 대연동원로얄듀크,35.1365321,129.0864195,부산광역시 남구 못골로41번길 13,20050221.0,3,417,25,대연동원로얄듀크
389,부산광역시,48443.0,부산광역시 남구 대연동 323-6 대연동원아파트,35.1369646,129.095775,부산광역시 남구 수영로267번길 20,20020404.0,3,262,24,대연동원아파트
390,부산광역시,48499.0,부산광역시 남구 대연동 74-2 대연동일스위트아파트,35.1365045,129.0986961,부산광역시 남구 수영로 294,20041222.0,1,379,20,대연동일스위트아파트
391,부산광역시,48432.0,부산광역시 남구 대연동 93-3 대연동푸르지오,35.1390598,129.1020569,부산광역시 남구 수영로325번길 12,20050113.0,5,678,29,대연동푸르지오
392,부산광역시,48461.0,부산광역시 남구 대연동 1203-47 대연동현대아파트,35.1315882,129.0861697,부산광역시 남구 천제등로28번길 50,19971129.0,2,366,22,대연동현대아파트
393,부산광역시,48433.0,"부산광역시 남구 대연동 158,부산광역시 남구 대연동 1865 대연롯데캐슬",35.1311357,129.0800732,부산광역시 남구 수영로325번길 61,20150112.0,9,564,25,대연롯데캐슬
394,부산광역시,48454.0,"부산광역시 남구 대연동 1872,부산광역시 남구 대연동 1878 대연롯데캐슬레전드",35.136699,129.0812364,부산광역시 남구 수영로 135,20180227.0,30,3149,35,대연롯데캐슬레전드
395,부산광역시,48519.0,부산광역시 남구 대연동 649 대연삼성아파트,35.1280056,129.1037792,부산광역시 남구 신선로 490,19961025.0,3,499,25,대연삼성아파트
396,부산광역시,48431.0,부산광역시 남구 대연동 1920 대연삼정그린코아더베스트,35.1454116,129.0965595,부산광역시 남구 수영로325번길 159-30,20220812.0,3,337,29,대연삼정그린코아더베스트
397,부산광역시,48530.0,부산광역시 남구 대연동 630-1 대연자이 아파트,35.1407585,129.0924708,부산광역시 남구 유엔로 246,20190328.0,9,965,29,대연자이 아파트
398,부산광역시,48425.0,부산광역시 남구 대연동 243-23 대연청구아파트,35.1540914,129.0892447,부산광역시 남구 황령대로319번가길 110,20010703.0,11,604,20,대연청구아파트
399,부산광역시,48532.0,"부산광역시 남구 대연동 1160-1,부산광역시 남구 대연동 1160-1 대연파크푸르지오아파트",35.124833,129.0899774,부산광역시 남구 홍곡로 360,20180628.0,14,1422,28,대연파크푸르지오아파트
400,부산광역시,,부산광역시 남구 대연동 1203-100 대연푸르지오클라센트,35.1261286,129.0830898,부산광역시 남구 유엔로 81,20230927.0,8,1057,36,대연푸르지오클라센트
401,부산광역시,48432.0,부산광역시 남구 대연동 1858 대연힐스테이트푸르지오,35.1423975,129.1015055,부산광역시 남구 수영로 345,20130531.0,14,2304,40,대연힐스테이트푸르지오
402,부산광역시,48427.0,부산광역시 남구 대연동 242-1 대우그린2차아파트,35.1510251,129.0897273,부산광역시 남구 황령대로319번가길 189,20000523.0,1,239,24,대우그린2차아파트
403,부산광역시,48426.0,부산광역시 남구 대연동 245 대우그린아파트,35.1510251,129.0897273,부산광역시 남구 황령대로319번가길 190-6,19970925.0,4,691,24,대우그린아파트
404,부산광역시,48514.0,부산광역시 남구 대연동 1808 더비치푸르지오써밋,35.1367641,129.1082453,부산광역시 남구 황령대로 504,20231228.0,8,1384,43,더비치푸르지오써밋
405,부산광역시,48508.0,부산광역시 남구 대연동 54-5 리마크빌 대연,35.1376466,129.1015352,부산광역시 남구 수영로 324,20161230.0,1,260,20,리마크빌 대연
406,부산광역시,48434.0,부산광역시 남구 대연동 86-3 마로니에타운,35.1384765,129.101057,부산광역시 남구 수영로325번길 11,20030820.0,1,156,15,마로니에타운
407,부산광역시,48443.0,부산광역시 남구 대연동 384-26 벽산 e 솔렌스힐,35.1364046,129.0972112,부산광역시 남구 수영로 283,20150330.0,1,297,20,벽산 e 솔렌스힐
408,부산광역시,48424.0,부산광역시 남구 대연동 245-23 삼익그린타운,35.1522416,129.0875569,부산광역시 남구 황령대로319번가길 142,20010220.0,6,725,25,삼익그린타운
409,부산광역시,48424.0,부산광역시 남구 대연동 245-137 신원에버그린아파트,35.1513695,129.0866008,부산광역시 남구 황령대로319번가길 158-30,20001129.0,2,352,21,신원에버그린아파트
410,부산광역시,48445.0,부산광역시 남구 대연동 1375-2 일동지에닌주상복합,35.1354211,129.089447,부산광역시 남구 수영로 209,20060113.0,2,201,31,일동지에닌주상복합
411,부산광역시,48431.0,부산광역시 남구 대연동 255-1 장백장미타워아파트,35.1487123,129.0910197,부산광역시 남구 황령대로319번길 120,19960212.0,2,287,25,장백장미타워아파트
412,부산광역시,48451.0,부산광역시 남구 대연동 1536-12 힐스테이트대연센트럴,35.1377902,129.0862146,부산광역시 남구 진남로 95,20240513.0,5,449,28,힐스테이트대연센트럴
413,부산광역시,48515.0,부산광역시 남구 용호동 197 GS하이츠자이,35.1326748,129.1109667,부산광역시 남구 신선로 566,20080403.0,9,1149,39,GS하이츠자이
414,부산광역시,48516.0,부산광역시 남구 용호동 176-30 LG메트로시티아파트,35.127916,129.1098607,"부산광역시 남구 분포로 113,부산광역시 남구 분포로 111",20010616.0,80,7374,25,LG메트로시티아파트
415,부산광역시,48515.0,부산광역시 남구 용호동 954 W 아파트,35.1334513,129.1127223,부산광역시 남구 분포로 145,20180327.0,4,1488,69,W 아파트
416,부산광역시,48577.0,부산광역시 남구 용호동 467 대광타워맨션,35.1221732,129.1159727,부산광역시 남구 이기대공원로26번길 45-3,19950413.0,2,479,25,대광타워맨션
417,부산광역시,48592.0,부산광역시 남구 용호동 980 데시앙해링턴플레이스파크시티,35.1117372,129.1137275,부산광역시 남구 용주로 36,20230525.0,11,1725,35,데시앙해링턴플레이스파크시티
418,부산광역시,48589.0,부산광역시 남구 용호동 776-12 롯데캐슬아인스,35.1108967,129.1145565,부산광역시 남구 용호로231번길 62,20070115.0,8,430,25,롯데캐슬아인스
419,부산광역시,48589.0,부산광역시 남구 용호동 776-3 벽산화이트타워아파트,35.1107301,129.116223,부산광역시 남구 용호로269번길 90,19941215.0,1,343,25,벽산화이트타워아파트
420,부산광역시,48574.0,부산광역시 남구 용호동 976 쌍용예가,35.1123091,129.1095835,"부산광역시 남구 용호로216번가길 10,부산광역시 남구 용호로216번가길 46",20130605.0,9,773,25,쌍용예가
421,부산광역시,48594.0,부산광역시 남구 용호동 944 오륙도SK VIEW,35.1035096,129.1196269,부산광역시 남구 오륙도로 85,20081031.0,15,3000,47,오륙도SK VIEW
422,부산광역시,48589.0,부산광역시 남구 용호동 563-1 오륙도뜨란채 아파트,35.1096416,129.1139875,부산광역시 남구 용호로269번길 29,20000424.0,3,480,25,오륙도뜨란채 아파트
423,부산광역시,48582.0,부산광역시 남구 용호동 519-5 용호경동아파트,35.1168325,129.1172119,부산광역시 남구 동명로 202,19921205.0,5,499,19,용호경동아파트
424,부산광역시,48572.0,부산광역시 남구 용호동 538-40 용호도시타워,35.111385,129.1086655,부산광역시 남구 용호로232번길 31,19930322.0,1,232,15,용호도시타워
425,부산광역시,48582.0,부산광역시 남구 용호동 514-1 용호동부타워아파트,35.1182015,129.1178337,부산광역시 남구 동명로 193,19920318.0,2,164,15,용호동부타워아파트
426,부산광역시,48588.0,부산광역시 남구 용호동 522-2 용호동일타운,35.1148685,129.1156118,부산광역시 남구 동명로170번길 93,19911017.0,4,444,15,용호동일타운
427,부산광역시,48569.0,부산광역시 남구 용호동 480-2 용호미주,35.1164515,129.1085846,부산광역시 남구 동명로92번길 91,19990329.0,1,157,19,용호미주
428,부산광역시,48581.0,부산광역시 남구 용호동 514-26 용호신익타워,35.1193402,129.1180281,부산광역시 남구 동명로 189,19930625.0,1,218,25,용호신익타워
429,부산광역시,48517.0,부산광역시 남구 용호동 179-4 용호일신프리빌리지,35.1272527,129.107485,부산광역시 남구 용호로 34,19960226.0,3,518,25,용호일신프리빌리지
430,부산광역시,48572.0,부산광역시 남구 용호동 536-18 용호협진태양아파트,35.1139091,129.1080378,부산광역시 남구 용호로198번길 37,19881109.0,7,315,5,용호협진태양아파트
431,부산광역시,48517.0,부산광역시 남구 용호동 179-9 일신-님Ⅱ아파트,35.1262401,129.1062492,부산광역시 남구 용호로 38-17,20060118.0,9,710,27,일신-님Ⅱ아파트
432,부산광역시,48572.0,부산광역시 남구 용호동 537-13 한진훼밀리타운,35.1128953,129.1079842,부산광역시 남구 용호로232번길 61,19960319.0,2,449,21,한진훼밀리타운
433,부산광역시,48517.0,부산광역시 남구 용호동 181-1 현대비치아파트,35.1260912,129.1084768,부산광역시 남구 용호로42번길 14,19971112.0,2,648,25,현대비치아파트
434,부산광역시,48537.0,부산광역시 남구 용당동 599-1 신대연코오롱하늘채아파트,35.1231014,129.0934846,부산광역시 남구 홍곡로320번길 132,20070328.0,15,712,15,신대연코오롱하늘채아파트
435,부산광역시,48535.0,부산광역시 남구 용당동 592-9 용당대광아파트,35.1236171,129.0955023,부산광역시 남구 유엔평화로126번길 19,19971124.0,1,178,22,용당대광아파트
436,부산광역시,48535.0,부산광역시 남구 용당동 564-3 용당한신문화타운,35.1230413,129.0963381,부산광역시 남구 유엔평화로 152-2,19901016.0,4,330,15,용당한신문화타운
437,부산광역시,48559.0,부산광역시 남구 용당동 99-10 용당현대I-PARK,35.1189092,129.0991466,부산광역시 남구 동명로 26,20021228.0,7,748,25,용당현대I-PARK
438,부산광역시,,부산광역시 남구 문현동 765-1 골든밸류빌,35.143388,129.0655861,,20050318.0,1,134,20,골든밸류빌
439,부산광역시,48411.0,부산광역시 남구 문현동 511-19 국제금융센터 퀸즈W,35.1443018,129.0670834,부산광역시 남구 전포대로 84-1,20231229.0,3,256,34,국제금융센터 퀸즈W
440,부산광역시,48420.0,부산광역시 남구 문현동 238-233 대도라이프타운,35.1387538,129.0759204,부산광역시 남구 수영로39번가길 83,19921215.0,3,293,15,대도라이프타운
441,부산광역시,48456.0,부산광역시 남구 문현동 363-1 대림문현시티프라자,35.1364197,129.0704529,부산광역시 남구 수영로 26,19990715.0,1,521,36,대림문현시티프라자
442,부산광역시,48455.0,부산광역시 남구 문현동 310-1 대연양우내안애 아파트,35.1338045,129.0787825,부산광역시 남구 수영로 117,20220228.0,7,560,29,대연양우내안애 아파트
443,부산광역시,48404.0,부산광역시 남구 문현동 561-5 문현 범양레우스 아파트,35.1474283,129.0694188,부산광역시 남구 황령대로90번길 55,20170531.0,5,224,20,문현 범양레우스 아파트
444,부산광역시,48407.0,부산광역시 남구 문현동 2 문현2차현대아파트,35.1481858,129.0734982,부산광역시 남구 고동골로97번길 39-12,20000628.0,7,420,20,문현2차현대아파트
445,부산광역시,48420.0,"부산광역시 남구 문현동 1244,부산광역시 남구 문현동 89-18 문현경동리인",35.1403613,129.0743329,부산광역시 남구 문현로 36-1,20200728.0,8,600,27,문현경동리인
446,부산광역시,48407.0,부산광역시 남구 문현동 18 문현광원아파트,35.1468357,129.0742576,부산광역시 남구 고동골로97번길 67,19910312.0,1,200,15,문현광원아파트
447,부산광역시,48402.0,부산광역시 남구 문현동 806 문현동보람더하임아파트,35.1381656,129.0672946,부산광역시 남구 전포대로 17,20060412.0,1,218,31,문현동보람더하임아파트
448,부산광역시,48414.0,부산광역시 남구 문현동 395 문현동삼성아파트,35.13967,129.0691533,부산광역시 남구 전포대로20번길 15,20010518.0,14,916,25,문현동삼성아파트
449,부산광역시,48413.0,부산광역시 남구 문현동 390-24 문현동태영데시앙,35.1403889,129.0677531,부산광역시 남구 전포대로 38,20060728.0,5,388,30,문현동태영데시앙
450,부산광역시,48415.0,부산광역시 남구 문현동 1234 문현베스티움아파트,35.1400143,129.0704534,부산광역시 남구 고동골로 29,20190419.0,10,743,31,문현베스티움아파트
451,부산광역시,48413.0,부산광역시 남구 문현동 383-1 문현삼성힐타워아파트,35.1391703,129.0679767,부산광역시 남구 전포대로 26,20020726.0,3,431,33,문현삼성힐타워아파트
452,부산광역시,48456.0,부산광역시 남구 문현동 366-18 문현세종그랑시아아파트,35.136136,129.0690778,부산광역시 남구 수영로 12,20061027.0,3,266,40,문현세종그랑시아아파트
453,부산광역시,48415.0,부산광역시 남구 문현동 374-1 문현이안아파트,35.1381208,129.068374,부산광역시 남구 전포대로 16,20070525.0,2,244,35,문현이안아파트
454,부산광역시,48409.0,부산광역시 남구 문현동 41 문현한양아파트,35.1443161,129.0726923,부산광역시 남구 고동골로78번길 23,19781120.0,4,225,9,문현한양아파트
