매장명,구,주소,위도,경도
스타벅스신촌역,서대문구,서울특별시 서대문구 신촌로 73 (창천동),37.55625738,126.934653
스타벅스연희동,서대문구,서울특별시 서대문구 연희로 97 (연희동),37.566702,126.930475
스타벅스아현역,서대문구,"서울특별시 서대문구 신촌로35길 10 (북아현동, e편한세상신촌 4단지)",37.558421,126.956349
스타벅스홍제역,서대문구,서울특별시 서대문구 통일로 451 (홍제동),37.588658,126.943864
스타벅스연세백양로,서대문구,서울특별시 서대문구 연세로 50 (신촌동) 연세대학교,37.562874457,126.937440049
스타벅스연희DT,서대문구,서울특별시 서대문구 연희로 144 (연희동),37.5702143,126.9339777
스타벅스경기대,서대문구,서울특별시 서대문구 충정로 53 (충정로2가),37.56367995,126.9646045
스타벅스신촌,서대문구,서울특별시 서대문구 연세로 10-1 (창천동),37.55648577,126.9371155
스타벅스이대,서대문구,서울특별시 서대문구 이화여대길 34 (대현동),37.55848315,126.9459643
스타벅스연세종합관,서대문구,"서울특별시 서대문구 연세로 50, 연세세브란스 종합관 (신촌동)",37.561468543,126.941119654
스타벅스이대ECC,서대문구,서울특별시 서대문구 이화여대길 52 (대현동) 이화여자대학교 B415호,37.561631,126.94735
스타벅스연대,서대문구,서울특별시 서대문구 연세로 35 (창천동),37.558706,126.936727
스타벅스충정로역,서대문구,서울특별시 서대문구 충정로 23,37.56137,126.963219
스타벅스연대동문,서대문구,서울특별시 서대문구 성산로 565 (대신동),37.56648507,126.9463253
스타벅스신촌명물거리,서대문구,"서울특별시 서대문구 명물길 24, 1-5층 (창천동)",37.557768434,126.938154503
스타벅스충정타워,서대문구,"서울특별시 서대문구 서소문로 21, 충정타워빌딩 1층 (충정로3가)",37.559869,126.96411
스타벅스이대역,서대문구,서울특별시 서대문구 신촌로 183 (대현동),37.5570584496013,126.94645370377644
스타벅스북가좌DT,서대문구,서울특별시 서대문구 응암로 85 (북가좌동),37.580758,126.911478
스타벅스현대신촌,서대문구,서울특별시 서대문구 신촌로 83 (창천동),37.5560830579515,126.935844876509
스타벅스방배로,서초구,서울특별시 서초구 방배로 52 (방배동),37.4793434,126.9994968
스타벅스강남교보타워R,서초구,서울특별시 서초구 강남대로 465 (서초동),37.5037107773698,127.024335263404
스타벅스방배다이치빌딩,서초구,서울특별시 서초구 방배로 114 (방배동),37.484329,126.995872
스타벅스센트럴F1,서초구,서울특별시 서초구 신반포로 176 (반포동),37.505148,127.004395
스타벅스서초역이화빌딩,서초구,서울특별시 서초구 반포대로21길 3 (서초동),37.487931,127.009126
스타벅스서초구청,서초구,서울특별시 서초구 남부순환로 2557 (서초동),37.484353839,127.030090489
스타벅스서초우성사거리,서초구,서울특별시 서초구 강남대로 343 (서초동),37.493545,127.02943
스타벅스이수역사거리,서초구,"서울특별시 서초구 서초대로 3-4 (방배동, 방배디오슈페리움1)",37.48585,126.983027
스타벅스강남대로신사,서초구,서울특별시 서초구 강남대로 595 (잠원동),37.51489,127.019469
스타벅스서울고속터미널,서초구,서울특별시 서초구 신반포로 194 (반포동),37.5045697,127.0061603
스타벅스방배,서초구,서울특별시 서초구 방배로 211,37.491914,126.99049739999998
스타벅스방배카페거리,서초구,서울특별시 서초구 방배중앙로 162 (방배동),37.4934767,126.9865297
스타벅스서초법원,서초구,서울특별시 서초구 서초대로 274 (서초동),37.49297,127.011875
스타벅스청계산입구역,서초구,서울특별시 서초구 청계산로 203 (신원동),37.447323,127.05625
스타벅스사당로데오,서초구,서울특별시 서초구 방배천로 5-4(방배동),37.4772752,126.98216049999996
스타벅스파미에파크R,서초구,서울특별시 서초구 사평대로 205 (반포동) CENTRALCITY,37.5030521,127.004362
스타벅스양재역,서초구,서울특별시 서초구 강남대로 202 (양재동) 모산빌딩,37.482379525,127.036853356
스타벅스논현역,서초구,서울특별시 서초구 강남대로 557 (잠원동) 1~2층,37.5114376142061,127.020548691552
스타벅스이수역,서초구,서울특별시 서초구 동작대로 112 (방배동),37.4864664,126.98274029999992
스타벅스내방역,서초구,서울특별시 서초구 방배로 184 (방배동) 대풍빌딩,37.490004,126.992455
스타벅스서초파라곤,서초구,서울특별시 서초구 서초대로74길 29 (서초동) 서초파라곤,37.4949424,127.0274216
스타벅스서울아트센터,서초구,서울특별시 서초구 남부순환로 2395 (서초동) 호경빌딩,37.480866,127.012368
스타벅스서초중앙로,서초구,서울특별시 서초구 서초중앙로 225,37.501691,127.01152
스타벅스센트럴시티,서초구,서울특별시 서초구 신반포로 176 (반포동),37.504707,127.004459
스타벅스강남삼성타운,서초구,서울특별시 서초구 서초대로78길 24 (서초동),37.49562035,127.0277144
스타벅스방배역,서초구,서울특별시 서초구 방배로 84 (방배동),37.48200755,126.9976438
스타벅스반포역,서초구,서울특별시 서초구 신반포로 257 (잠원동) 신반포11차상가,37.508589,127.011959
스타벅스남부터미널,서초구,"서울특별시 서초구 서초중앙로 26, 래미안서초유니빌 1층 101호 (서초동)",37.48467334,127.0169464
스타벅스뉴코아강남,서초구,서울특별시 서초구 잠원로 69 (잠원동) 킴스클럽,37.51031339,127.0069582
스타벅스강남서초초교,서초구,"서울특별시 서초구 서초대로77길 27, 유빌딩 1,2층 (서초동)",37.5000875,127.02549090000002
스타벅스교대,서초구,서울특별시 서초구 서초중앙로 118 (서초동),37.4923611,127.0142207
스타벅스하이브랜드,서초구,"서울특별시 서초구 매헌로 16, 리빙관 101호 (양재동)",37.46252023465575,127.03666795290287
스타벅스신논현역,서초구,서울특별시 서초구 강남대로 483 (반포동) 청호빌딩,37.50529,127.023636
스타벅스영동2교,서초구,"서울특별시 서초구 논현로 139, 대흥빌딩 (양재동)",37.48203954,127.0425748
스타벅스남부터미널역5번출구,서초구,서울특별시 서초구 효령로 274 (서초동),37.48436736,127.0142192
스타벅스서래마을입구,서초구,서울특별시 서초구 서래로 48 (반포동),37.49925284,126.9984801
스타벅스몬테소리,서초구,서울특별시 서초구 강남대로 399 (서초동),37.4982695,127.026865
스타벅스서초역,서초구,서울특별시 서초구 반포대로 118 (서초동),37.49067495,127.0086118
스타벅스교대법원,서초구,서울특별시 서초구 서초중앙로 164 (서초동),37.496329,127.013336
스타벅스강남GT타워,서초구,"서울특별시 서초구 서초대로 411, GT타워 (서초동)",37.4979079083082,127.026162553761
스타벅스서초동,서초구,"서울특별시 서초구 남부순환로339길 64, 현우빌딩 1층 (서초동)",37.485941,127.021525
스타벅스서울교대,서초구,"서울특별시 서초구 서초중앙로 64, 1층 (서초동)",37.487397,127.015134
스타벅스강남에비뉴,서초구,"서울특별시 서초구 서초대로77길 62, 강남역아이파크 B102~B105 (서초동)",37.5025778098288,127.024105881331
스타벅스반포자이,서초구,서울특별시 서초구 잠원로 24 (반포동),37.507170475349405,127.0099189083483
스타벅스서초태우빌딩,서초구,서울특별시 서초구 강남대로 285 (서초동),37.48870504886586,127.03158117446388
스타벅스교대역3번출구,서초구,서울특별시 서초구 서초중앙로24길 10 (서초동),37.4943456632732,127.014900469688
스타벅스반포원베일리,서초구,서울특별시 서초구 반포대로 291 (반포동),37.504657083267006,126.99903302367883
스타벅스강남역우송빌딩,서초구,서울특별시 서초구 서초대로73길 7 (서초동),37.4981314601413,127.02527908458
스타벅스서이초교사거리,서초구,서울특별시 서초구 사임당로 143 (서초동),37.4918146,127.0252252
스타벅스서울웨이브아트센터,서초구,서울특별시 서초구 잠원로 145-35 (잠원동),37.518807,127.00704
스타벅스길음역,성북구,서울특별시 성북구 정릉로 376 (돈암동),37.602139,127.025271
스타벅스미아이마트,성북구,서울특별시 성북구 도봉로 17 (길음동),37.610678,127.029921
스타벅스종암DT,성북구,서울특별시 성북구 종암로 17 (종암동),37.5919525,127.0360401
스타벅스미아,성북구,서울특별시 성북구 동소문로 314 (하월곡동),37.607581,127.029303
스타벅스성신여대정문,성북구,서울특별시 성북구 보문로34길 62 (동선동2가),37.59091,127.0188
스타벅스종암,성북구,서울특별시 성북구 종암로 122 (종암동),37.601095,127.033847
스타벅스삼선교,성북구,서울특별시 성북구 동소문로 10 (동소문동2가),37.588696,127.00732070000004
스타벅스월곡역,성북구,"서울특별시 성북구 화랑로 76, 101-1호 (하월곡동)",37.601718,127.040446
스타벅스고대,성북구,서울특별시 성북구 고려대로24길 51 (안암동5가),37.58397192,127.0297352
스타벅스현대미아,성북구,서울특별시 성북구 동소문로 315 (길음동) 지하1층,37.60837822,127.0287483
스타벅스성신여대,성북구,서울특별시 성북구 동소문로24길 12 (동선동1가),37.593135,127.018379
스타벅스안암역,성북구,서울특별시 성북구 고려대로 102-2 (안암동5가),37.586319,127.030556
스타벅스한성대입구역,성북구,서울특별시 성북구 성북로 11 (성북동1가),37.589054,127.004839
스타벅스고대안암병원,성북구,서울특별시 성북구 고려대로 73 (안암동5가),37.58687889805418,127.02820333331364
스타벅스장위뉴타운,성북구,서울특별시 성북구 장월로38길 4 (장위동),37.61807231629592,127.05152854027804
스타벅스성신여대입구역,성북구,서울특별시 성북구 동소문로 105 (동선동4가),37.59305,127.0167
스타벅스송파나루역DT,송파구,서울특별시 송파구 오금로 142 (송파동),37.51098709,127.1101186
스타벅스송파헬리오시티,송파구,"서울특별시 송파구 송파대로 345 (가락동, 헬리오시티)",37.4977826892486,127.102851954992
스타벅스잠실시그마타워,송파구,서울특별시 송파구 올림픽로 289 (신천동),37.514567,127.102493
스타벅스문정법원로R,송파구,서울특별시 송파구 송파대로 201 (문정동),37.487356272840366,127.11911981125742
스타벅스송파개롱역,송파구,서울특별시 송파구 오금로 420 (가락동),37.496956,127.13652
스타벅스문정하비오,송파구,"서울특별시 송파구 송파대로 111 (문정동, 파크하비오) 204동 104호~107호",37.48211912934925,127.12354072397868
스타벅스문정역,송파구,"서울특별시 송파구 송파대로 167 (문정동)테라타워 B동 137호~139호,204호",37.48529649766194,127.12227677436005
스타벅스잠실대교남단R,송파구,서울특별시 송파구 송파대로 570 타워 730 1층,37.515511,127.099006
스타벅스송파위례,송파구,"서울특별시 송파구 위례광장로 230 (장지동, 위례2차아이파크)",37.478416,127.143161
스타벅스송파방이DT,송파구,서울특별시 송파구 오금로 241 (방이동),37.506564,127.120495
스타벅스올림픽평화의문,송파구,서울특별시 송파구 위례성대로 38 (방이동) 해태그린피아빌라트,37.5156426,127.11648190000004
스타벅스송파아이파크,송파구,서울특별시 송파구 법원로 55 (문정동),37.47979344097158,127.12242043651425
스타벅스송파사거리,송파구,서울특별시 송파구 송파대로 386 (송파동),37.5022788,127.1103904
스타벅스석촌서호,송파구,서울특별시 송파구 석촌호수로 176 (삼전동),37.5063929,127.0964684
스타벅스문정로데오,송파구,서울특별시 송파구 동남로 141 (가락동),37.491858429761606,127.1262310406828
스타벅스올림픽훼미리,송파구,서울특별시 송파구 중대로 68 (문정동),37.49161637520592,127.11626573028454
스타벅스올림픽공원남문,송파구,서울특별시 송파구 위례성대로 102 (방이동),37.5133,127.123113
스타벅스방이역,송파구,"서울특별시 송파구 마천로 53, 1~2층 (오금동)",37.5084904076542,127.126776485458
스타벅스석촌호수,송파구,서울특별시 송파구 석촌호수로 262 (송파동),37.50957859,127.10532641
스타벅스잠실푸르지오월드,송파구,"서울특별시 송파구 올림픽로35가길 9, 잠실푸르지오월드마크 1층 (신천동)",37.517649,127.103426
스타벅스잠실새내역,송파구,서울특별시 송파구 올림픽로 96 (잠실동),37.511679,127.081062
스타벅스잠실역,송파구,"서울특별시 송파구 송파대로 562 (신천동, 웰리스타워,삼성웰리스아파트) 1층,2층",37.515272,127.099231
스타벅스갤러리아팰리스,송파구,"서울특별시 송파구 올림픽로 212, 갤러리아 팰리스 (잠실동)",37.51108365,127.0938059
스타벅스아시아선수촌,송파구,서울특별시 송파구 백제고분로 69 (잠실동),37.51059,127.079047
스타벅스올림픽아파트,송파구,서울특별시 송파구 양재대로 1220 (방이동),37.515315,127.133237
스타벅스가락본동,송파구,서울특별시 송파구 송파대로30길 13 (가락동),37.49481239261653,127.11883481297144
스타벅스석촌역,송파구,"서울특별시 송파구 백제고분로 358, 1층 (석촌동)",37.5042626,127.10610769999994
스타벅스가락시장역,송파구,"서울특별시 송파구 중대로 121, 롯데캐슬 파인힐 1층 (가락동)",37.49442875605291,127.1217432178345
스타벅스가든파이브,송파구,서울특별시 송파구 충민로 10 (문정동) 가든파이브툴,37.47797467656461,127.12118515527476
스타벅스문정역2번출구,송파구,서울특별시 송파구 문정로 1 (문정동),37.48629340180307,127.12320273731552
스타벅스잠실본동,송파구,"서울특별시 송파구 백제고분로 91 (잠실동), 1층",37.5086445885442,127.07949103207
스타벅스송파NC,송파구,서울특별시 송파구 충민로 66 (문정동)  가든파이브라이프 패션관1층,37.47804418570353,127.12580079741949
스타벅스송파거여역,송파구,서울특별시 송파구 오금로 493 (거여동),37.49360000716603,127.14364544756285
스타벅스몽촌토성역,송파구,서울특별시 송파구 위례성대로 6 (방이동),37.516913,127.113127
스타벅스송파KT,송파구,"서울특별시 송파구 잠실로 209 (신천동), 오피스빌딩 1층 2~4호",37.51394208,127.10699228
스타벅스문정법조타운 한양타워,송파구,서울특별시 송파구 법원로11길 12 (문정동),37.48579658616536,127.11781422446036
스타벅스송파마천사거리DT,송파구,서울특별시 송파구 거마로 78 (마천동),37.499829,127.147672
스타벅스목동파리공원,양천구,서울특별시 양천구 목동동로 377 (목동),37.535336,126.878852
스타벅스등촌역,양천구,서울특별시 양천구 공항대로 566 (목동) 1층 2층,37.548884,126.86807
스타벅스목동행복한,양천구,서울특별시 양천구 목동동로 309 (목동),37.52935595865839,126.87589210780988
스타벅스신정DT,양천구,서울특별시 양천구 신월로 341 (신정동),37.521993,126.858865
스타벅스목동역,양천구,서울특별시 양천구 목동로 203 (신정동) 1층일부,37.526684,126.863986
스타벅스목동오목로,양천구,"서울특별시 양천구 오목로 279 (목동) 102,103,104,105호",37.525923,126.868438
스타벅스목동8단지,양천구,서울특별시 양천구 목동서로 299 (신정동),37.520518,126.868841
스타벅스오목교역,양천구,서울특별시 양천구 오목로 354 (목동),37.52385592925717,126.87644987818643
스타벅스신월IC DT,양천구,서울특별시 양천구 남부순환로 430 (신월동),37.5295024379561,126.83220232277918
스타벅스목동7단지,양천구,서울특별시 양천구 목동서로 213 (목동) 세신비젼프라자,37.528012,126.87053
스타벅스목동5단지,양천구,"서울특별시 양천구 목동동로 411, 1동 116호(목동, 부영그린타운3차)",37.5363856363692,126.88211754815595
스타벅스목동,양천구,서울특별시 양천구 목동서로 67 (목동) 우성에펠타운,37.53638383,126.8785597
스타벅스현대목동,양천구,"서울특별시 양천구 목동동로 257 (목동, 현대하이페리온) 지하2층",37.526848,126.875023
스타벅스목동SBS,양천구,"서울특별시 양천구 목동서로 161 (목동), 1/2층 일부",37.52896162444895,126.87363009594164
스타벅스목동트라팰리스,양천구,서울특별시 양천구 오목로 299 (목동),37.5255,126.8702
스타벅스목동10단지,양천구,"서울특별시 양천구 목동서로 401 (신정동, 대림아크로빌), 상가A동 101,101-1호",37.515425616177,126.859603067999
스타벅스신월동DT,양천구,서울특별시 양천구 남부순환로 319 (신월동),37.5382923530559,126.827101409243
스타벅스타임스퀘어R,영등포구,서울특별시 영등포구 영중로 15 지하 1층 (영등포동4가),37.51755,126.90516
스타벅스샛강역,영등포구,서울특별시 영등포구 여의대방로 376 (여의도동),37.5183551,126.9312716
스타벅스영등포역,영등포구,서울특별시 영등포구 경인로 870 (영등포동1가),37.5170200006468,126.9091910464292
스타벅스당산대로,영등포구,서울특별시 영등포구 양평로 22 (당산동6가),37.533121,126.903804
스타벅스여의도IFC몰(L1)R,영등포구,서울특별시 영등포구 국제금융로 10 (여의도동)  지하1층 178호,37.5253863159901,126.9260652456012
스타벅스여의도KBS R,영등포구,서울특별시 영등포구 의사당대로 26 (여의도동),37.526596,126.918456
스타벅스여의도화재보험,영등포구,서울특별시 영등포구 국제금융로6길 38 (여의도동),37.521345,126.926004
스타벅스국회대로,영등포구,서울특별시 영등포구 국회대로 786 (여의도동),37.53026,126.919549
스타벅스영등포KT,영등포구,서울특별시 영등포구 영중로 119 (영등포동8가),37.526419,126.905314
스타벅스여의도공원R,영등포구,서울특별시 영등포구 여의공원로 101 (여의도동),37.529129532990446,126.92535729471122
스타벅스국회의사당역,영등포구,서울특별시 영등포구 의사당대로 8 (여의도동),37.52805409993459,126.91711953333622
스타벅스여의도역R,영등포구,서울특별시 영등포구 의사당대로 83 (여의도동) 1층,37.523328,126.923439
스타벅스선유동이레빌딩,영등포구,서울특별시 영등포구 선유동2로 57 (양평제1동) 이레빌딩,37.534277678053385,126.89697631969192
스타벅스동여의도,영등포구,서울특별시 영등포구 국제금융로 86 (여의도동) 롯데캐슬 아이비,37.52063015571123,126.93168638298104
스타벅스여의도ABL타워,영등포구,서울특별시 영등포구 의사당대로 147 (여의도동) 알리안츠타워,37.518749,126.92779
스타벅스영등포신길,영등포구,"서울특별시 영등포구 신길로 137 (신길동) 1,2층",37.504566,126.910073
스타벅스문래역,영등포구,서울특별시 영등포구 당산로 34 (문래동3가),37.517446,126.895258
스타벅스당산,영등포구,서울특별시 영등포구 양평로 64 (당산동6가),37.5349943240056,126.90000472153656
스타벅스여의도한양증권,영등포구,서울특별시 영등포구 국제금융로6길 7 (여의도동) 한양증권,37.5224498935344,126.929058901725
스타벅스여의도일신,영등포구,서울특별시 영등포구 은행로 11 (여의도동) 1층 1부,37.52774993247095,126.92027623791678
스타벅스하이테크시티,영등포구,서울특별시 영등포구 경인로 775 (문래동3가) 에이스하이테크시티,37.51445587278118,126.89987943038908
스타벅스여의도,영등포구,서울특별시 영등포구 국제금융로2길 28 (여의도동),37.52403519,126.9245179
스타벅스롯데캐슬여의도,영등포구,"서울특별시 영등포구 의사당대로 127 (여의도동, 롯데캐슬엠파이어) 1층 104호",37.52025214,126.9263678
스타벅스문래동,영등포구,"서울특별시 영등포구 선유로 64, 대창타운빌 1층 (문래동3가)",37.519602,126.889652
스타벅스여의도호성,영등포구,"서울특별시 영등포구 여의대방로65길 24, 호성빌딩 1층 (여의도동)",37.52047101976742,126.92920636135348
스타벅스타임스퀘어B2,영등포구,"서울특별시 영등포구 영중로 15, 지하2층 (영등포동4가)",37.516922979246246,126.90330917802368
스타벅스영등포본동,영등포구,서울특별시 영등포구 영등포로 254 (영등포동3가),37.518713,126.909559
스타벅스타임스퀘어2F,영등포구,서울특별시 영등포구 영중로 15 지상2층 (영등포동4가),37.51680365429925,126.90338002881408
스타벅스여의도의사당,영등포구,서울특별시 영등포구 국회대로74길 12 (여의도동),37.530023,126.92109
스타벅스여의도IFC(1F),영등포구,서울특별시 영등포구 국제금융로 10 (여의도동),37.525273,126.924668
스타벅스여의도교직원공제회,영등포구,서울특별시 영등포구 여의나루로 50 (여의도동),37.52191490479988,126.9255878998734
스타벅스선유도역 1번출구,영등포구,서울특별시 영등포구 양평로 128 (양평동5가)양평로 128,37.538333,126.893612
스타벅스영등포시장역,영등포구,서울특별시 영등포구 영중로 79 (영등포동7가),37.52349264546045,126.90497778447684
스타벅스영등포구청역,영등포구,서울특별시 영등포구 국회대로 558 ,37.52789,126.89608
스타벅스서울양평역,영등포구,"서울특별시 영등포구 선유서로24길 6 (양평동1가, 영등포 중흥 S-CLASS)",37.523128,126.885809
스타벅스영등포시장교차로,영등포구,서울특별시 영등포구 영중로 45 (영등포동6가),37.5204239,126.904446
스타벅스더현대서울(B2)R,영등포구,서울특별시 영등포구 여의대로 108 (여의도동),37.5258834618679,126.928658229468
스타벅스여의도브라이튼,영등포구,"서울특별시 영등포구 국제금융로 39 (여의도동, 브라이튼 여의도), 1층",37.5241006226166,126.929817318958
스타벅스여의도TP타워,영등포구,서울특별시 영등포구 의사당대로 96 (여의도동),37.521624938408046,126.92302031330276
스타벅스당산역사거리,영등포구,서울특별시 영등포구 양평로 47 (당산동5가),37.53409659351415,126.90121370080551
스타벅스신풍역,영등포구,서울특별시 영등포구 신풍로 23 (신길동),37.5003469620528,126.908438384002
스타벅스불광역,은평구,서울특별시 은평구 통일로 715 (대조동),37.609382,126.9303971
스타벅스구파발사거리,은평구,서울특별시 은평구 진관3로 21 은평엘크루 101동 105-108호,37.639617,126.91881
스타벅스연신내역사거리,은평구,서울특별시 은평구 통일로 842 (불광동),37.618773940257306,126.92179889674078
스타벅스연신내,은평구,서울특별시 은평구 통일로 867 (갈현동),37.6203213,126.9198926
스타벅스구파발역,은평구,서울특별시 은평구 진관2로 12,37.63446,126.918881
스타벅스은평구청입구,은평구,서울특별시 은평구 은평로 170 (응암동),37.601042,126.926789
스타벅스은평이마트,은평구,서울특별시 은평구 은평로 111 (응암동),37.60037923,126.9202735
스타벅스구산역,은평구,서울특별시 은평구 연서로 146 (대조동),37.611745,126.917678
스타벅스불광역8번출구,은평구,서울특별시 은평구 통일로 746 (불광동),37.61199,126.9289
스타벅스수색,은평구,서울특별시 은평구 수색로 216 (수색동),37.58006406944348,126.89956239090266
스타벅스새절역,은평구,서울특별시 은평구 증산로 371 (신사동),37.5894266730207,126.912863456524
스타벅스더북한산,은평구,서울특별시 은평구 대서문길 24-11 (진관동),37.6554576593266,126.947556374345
스타벅스녹번역,은평구,"서울특별시 은평구 통일로 636 (녹번동) 110,111,112,113,114,115호",37.603307621312325,126.93528567756574
스타벅스진관DT,은평구,서울특별시 은평구 연서로 645 (진관동),37.6501787,126.9361968
스타벅스연합뉴스,종로구,서울특별시 종로구 율곡로2길 25 (수송동),37.57462713751161,126.98047541991131
스타벅스혜화역,종로구,서울특별시 종로구 대학로12길 4 (동숭동)1~2층,37.5824779,127.002185
스타벅스경희궁로,종로구,서울특별시 종로구 새문안로3길 15 (당주동),37.571759,126.972343
스타벅스강북삼성병원,종로구,서울특별시 종로구 새문안로 29 (평동) C관 5층,37.568546,126.96756
스타벅스종로평창동,종로구,서울특별시 종로구 평창12길 3 (평창동),37.60614770769474,126.96736414444057
스타벅스광화문우체국,종로구,서울특별시 종로구 종로 6 (서린동),37.57000686119245,126.9780599046084
스타벅스종로R,종로구,서울특별시 종로구 종로 51 (종로2가),37.5708,126.9834
스타벅스독립문역,종로구,서울특별시 종로구 송월길 155 경희궁자이 4단지 1층 팰리스애비뉴 4114~4119호,37.571432,126.961269
스타벅스정부서울청사R,종로구,서울특별시 종로구 새문안로5가길 28 (적선동),37.57462131253072,126.97367761929036
스타벅스종로구청,종로구,서울특별시 종로구 삼봉로 71 (수송동),37.572498614917706,126.98095141204924
스타벅스북촌로,종로구,서울특별시 종로구 북촌로4길 23 (계동),37.579419015932245,126.98648560012543
스타벅스종로수송,종로구,서울특별시 종로구 종로5길 30 (청진동) 1~3층,37.57165162614545,126.98062335393884
스타벅스새문안로,종로구,서울특별시 종로구 새문안로 92 (신문로1가) 광화문오피시아빌딩,37.5698260909968,126.97517631222829
스타벅스안국,종로구,서울특별시 종로구 북촌로 5-1 (재동),37.577393946851736,126.98576427427058
스타벅스삼청동,종로구,서울특별시 종로구 삼청로 111-1 (삼청동),37.58541226323984,126.98191331140823
스타벅스광화문D타워,종로구,서울특별시 종로구 종로3길 17 (청진동) D타워,37.57049132960646,126.97907003783456
스타벅스적선,종로구,"서울특별시 종로구 새문안로5길 55, 노스게이트빌딩 1층 (적선동)",37.57529940979838,126.9741245340108
스타벅스인사,종로구,서울특별시 종로구 인사동길 14 (인사동),37.57220884263517,126.9867981995666
스타벅스광화문,종로구,서울특별시 종로구 세종대로 167 (세종로),37.5712544016373,126.97631064081756
스타벅스성대입구,종로구,서울특별시 종로구 창경궁로 235 (명륜3가),37.582892,126.998392
스타벅스스페이스본,종로구,서울특별시 종로구 사직로8길 4 (사직동) 광화문 풍림스페이스본,37.57493107689841,126.96921731857208
스타벅스주얼리시티,종로구,서울특별시 종로구 종로 183 (인의동) 효성주얼리시티,37.5714829206881,126.998666645245
스타벅스종각,종로구,서울특별시 종로구 종로 64 (종로2가),37.57001689280663,126.98450354974084
스타벅스동숭로아트,종로구,서울특별시 종로구 동숭길 110 (동숭동),37.582969,127.003876
스타벅스종로관철,종로구,"서울특별시 종로구 종로12길 21, 2층 (관철동)",37.56913860117361,126.98593280684015
스타벅스경복궁역,종로구,"서울특별시 종로구 자하문로4길 6, 1층 (통의동)",37.5771508,126.97274530000004
스타벅스이마빌딩,종로구,서울특별시 종로구 종로1길 42 (수송동),37.5738637,126.97897149999994
스타벅스마로니에공원,종로구,"서울특별시 종로구 대학로 116, 1-2층 (동숭동)",37.58154296,127.0023412
스타벅스종로3가,종로구,"서울특별시 종로구 종로 113-1, 1-4층 (종로3가)",37.57056485920516,126.99021701586494
스타벅스대학로,종로구,"서울특별시 종로구 대학로 57, 홍익대학교 대학로캠퍼스 內 (연건동)",37.5764916392943,127.001470988378
스타벅스경복궁사거리,종로구,"서울특별시 종로구 율곡로 6, B동 101호(중학동, 트윈트리타워)",37.57561593950808,126.9802374336133
스타벅스종로관수,종로구,서울특별시 종로구 삼일대로20길 13 (관수동),37.56971102439499,126.98863522829856
스타벅스광화문교보문고,종로구,서울특별시 종로구 종로 1 (종로1가),37.571017,126.977937
스타벅스정동,종로구,서울특별시 종로구 새문안로 42 (신문로2가),37.568588290965394,126.9700717081199
스타벅스종로플레이스,종로구,서울특별시 종로구 창경궁로 120 (인의동),37.5731377743929,126.998354975801
스타벅스강북삼성병원1층,종로구,서울특별시 종로구 새문안로 29 (평동) A관 1층,37.568546,126.96756
스타벅스동숭길입구,종로구,서울특별시 종로구 대학로 146 (혜화동),37.584236,127.002014
스타벅스서울대치과병원,종로구,서울특별시 종로구 대학로 101 서울대학교 치과병원 신관1층,37.5774740926489,126.999891434786
스타벅스서대문역,종로구,서울특별시 종로구 통일로 134 (평동),37.5667,126.96629
스타벅스숭례문북창,중구,서울특별시 중구 세종대로12길 12 (남대문로4가),37.561725,126.976838
스타벅스을지로4가역,중구,서울특별시 중구 을지로 170 (을지로4가),37.56634407411786,126.9975324614346
스타벅스동대문두타,중구,서울특별시 중구 장충단로 275 (을지로6가),37.56892512604548,127.00878383484596
스타벅스대한상공회의소R,중구,서울특별시 중구 세종대로 39 (남대문로4가) 1층,37.560938,126.973702
스타벅스국립중앙의료원,중구,서울특별시 중구 을지로 251 (을지로6가),37.566516,127.0062376
스타벅스동국대,중구,서울특별시 중구 서애로 1길 11,37.561542,126.998437
스타벅스신세계본점5F,중구,서울특별시 중구 소공로 63 (충무로1가),37.560951,126.981134
스타벅스동대문공원,중구,서울특별시 중구 장충단로 229 (광희동1가),37.565133,127.007191
스타벅스을지로국제빌딩,중구,서울특별시 중구 남대문로 109 (다동),37.566952,126.982219
스타벅스동대입구역,중구,서울특별시 중구 장충단로 166 (장충동1가),37.5596804372304,127.006202929994
스타벅스신당역사거리,중구,서울특별시 중구 다산로 258 (흥인동),37.565807,127.01643
스타벅스연세세브란스,중구,서울특별시 중구 통일로 10 (남대문로5가),37.557207,126.97354
스타벅스회현역,중구,서울특별시 중구 퇴계로 72 (회현동) 리더스뷰남산,37.55947242829924,126.98072554032832
스타벅스을지로경기빌딩,중구,서울특별시 중구 남대문로10길 9 (삼각동) 경기빌딩,37.56707721942303,126.98322227123016
스타벅스을지로2가,중구,서울특별시 중구 삼일대로 358 (을지로2가),37.566347,126.988066
스타벅스신세계본점6F,중구,서울특별시 중구 퇴계로 77 (충무로1가),37.560381,126.980758
스타벅스서울중앙우체국,중구,서울특별시 중구 소공로 70 (충무로 1가) 서울 중앙 우체국,37.561678,126.982117
스타벅스한국프레스센터,중구,서울특별시 중구 세종대로 124 (태평로1가),37.56724756017782,126.9780493948243
스타벅스명동중앙로,중구,서울특별시 중구 명동길 60 (명동 2가),37.5637485,126.9857723
스타벅스약수역,중구,서울특별시 중구 다산로 129 (신당동),37.555437,127.0107253
스타벅스중구저동,중구,서울특별시 중구 수표로 34 (저동2가),37.5643686,126.9903382
